year,drug,intent,nature,sex,jurisdiction,age_group,n,pop,rate_ht,rate_ht_lcl,rate_ht_ucl,rate_m,rate_m_lcl,rate_m_ucl
2013,All opioids,Accidental,Underlying,Male,AUS,Allages,466,11512700,4.047703840107013,3.6884929870803322,4.432446193551738,40.477038401070125,36.88492987080332,44.32446193551738
2014,All opioids,Accidental,Underlying,Male,AUS,Allages,576,11679392,4.931763571254394,4.5371802087744495,5.3514758014323816,49.31763571254394,45.3718020877445,53.51475801432382
2015,All opioids,Accidental,Underlying,Male,AUS,Allages,632,11840827,5.3374650267249075,4.929395172358434,5.770305506320936,53.37465026724907,49.293951723584335,57.70305506320936
2016,All opioids,Accidental,Underlying,Male,AUS,Allages,643,12011846,5.353048981813453,4.947234189851326,5.783279115420018,53.53048981813453,49.47234189851326,57.83279115420018
1997,All opioids,Intentional,Underlying,Male,AUS,Allages,58,9156177,0.6334521492976818,0.4810067828973215,0.8188840845511998,6.334521492976818,4.8100678289732155,8.188840845511997
1998,All opioids,Intentional,Underlying,Male,AUS,Allages,63,9243143,0.681586339192199,0.5237496435307994,0.8720449954231726,6.81586339192199,5.237496435307994,8.720449954231725
1999,All opioids,Intentional,Underlying,Male,AUS,Allages,71,9340109,0.7601624349351811,0.5936931603076192,0.958841728961285,7.601624349351811,5.936931603076192,9.588417289612849
2e3,All opioids,Intentional,Underlying,Male,AUS,Allages,66,9443465,0.698896009039055,0.5405261227976189,0.889167042148972,6.988960090390551,5.405261227976189,8.89167042148972
2001,All opioids,Intentional,Underlying,Male,AUS,Allages,45,9561826,0.4706214064133775,0.3432744604360167,0.6297284690107715,4.706214064133775,3.4327446043601673,6.297284690107715
2002,All opioids,Intentional,Underlying,Male,AUS,Allages,58,9675483,0.5994532779397164,0.45519001401877807,0.774932643738173,5.994532779397163,4.55190014018778,7.749326437381731
2003,All opioids,Intentional,Underlying,Male,AUS,Allages,41,9787597,0.4188975087552133,0.3006080823238348,0.5682817698831941,4.188975087552133,3.006080823238348,5.682817698831942
2004,All opioids,Intentional,Underlying,Male,AUS,Allages,35,9895951,0.35368000508490793,0.24635109555710094,0.49188331705695965,3.536800050849079,2.4635109555710093,4.918833170569597
2005,All opioids,Intentional,Underlying,Male,AUS,Allages,37,10019633,0.369275002387812,0.26000367137077834,0.5089969550267506,3.69275002387812,2.6000367137077833,5.089969550267506
2006,All opioids,Intentional,Underlying,Male,AUS,Allages,28,10159424,0.2756061760981725,0.18313830195642264,0.3983279608016824,2.756061760981725,1.8313830195642264,3.983279608016824
2007,All opioids,Intentional,Underlying,Male,AUS,Allages,47,10353636,0.453946806706359,0.33354301854813584,0.6036530167274732,4.53946806706359,3.3354301854813584,6.036530167274732
2008,All opioids,Intentional,Underlying,Male,AUS,Allages,56,10572045,0.5296988425607345,0.40012887979085404,0.6878582075924828,5.296988425607346,4.001288797908541,6.878582075924829
2009,All opioids,Intentional,Underlying,Male,AUS,Allages,62,10800797,0.5740317126597232,0.44010682028314746,0.7358826867408137,5.7403171265972315,4.401068202831475,7.358826867408137
2010,All opioids,Intentional,Underlying,Male,AUS,Allages,51,10967831,0.46499622395713425,0.34622022715647255,0.6113841029232472,4.649962239571343,3.4622022715647254,6.113841029232471
2011,All opioids,Intentional,Underlying,Male,AUS,Allages,72,11118234,0.6475848592501291,0.5066952671409334,0.8155260234984533,6.475848592501291,5.066952671409334,8.155260234984533
2012,All opioids,Intentional,Underlying,Male,AUS,Allages,79,11316375,0.698103412090886,0.5526950438282155,0.8700451773901854,6.98103412090886,5.526950438282156,8.700451773901854
2013,All opioids,Intentional,Underlying,Male,AUS,Allages,61,11512700,0.5298496443058535,0.40529295441409674,0.6806139392074567,5.298496443058535,4.052929544140968,6.806139392074567
2014,All opioids,Intentional,Underlying,Male,AUS,Allages,87,11679392,0.7449017894082158,0.5966357970558728,0.9188335433273119,7.449017894082158,5.966357970558728,9.188335433273119
2015,All opioids,Intentional,Underlying,Male,AUS,Allages,102,11840827,0.8614263176043362,0.7023900779597917,1.0457127781194608,8.614263176043362,7.023900779597917,10.457127781194608
2016,All opioids,Intentional,Underlying,Male,AUS,Allages,82,12011846,0.6826594346947172,0.5429393310718815,0.8473605432582934,6.826594346947172,5.429393310718815,8.473605432582934
1997,All opioids,Undetermined,Underlying,Male,AUS,Allages,46,9156177,0.5023930839257476,0.3678148553050467,0.6701219693114827,5.023930839257476,3.678148553050467,6.701219693114827
1998,All opioids,Undetermined,Underlying,Male,AUS,Allages,31,9243143,0.3353837542056852,0.22787696359351173,0.4760503381212947,3.3538375420568523,2.2787696359351175,4.760503381212947
1999,All opioids,Undetermined,Underlying,Male,AUS,Allages,38,9340109,0.40684750038784345,0.28790944404428365,0.5584299831377617,4.068475003878435,2.8790944404428362,5.584299831377617
2e3,All opioids,Undetermined,Underlying,Male,AUS,Allages,8,9443465,0.08471466776230971,0.03657377267259476,0.16692166594796912,0.8471466776230971,0.3657377267259476,1.6692166594796911
2001,All opioids,Undetermined,Underlying,Male,AUS,Allages,11,9561826,0.11504078823438117,0.05742786444832429,0.20583945528077105,1.1504078823438117,0.5742786444832428,2.0583945528077106
2002,All opioids,Undetermined,Underlying,Male,AUS,Allages,3,9675483,0.031006204031364636,0.006394215336632127,0.09061332223391579,0.31006204031364637,0.06394215336632127,0.9061332223391578
2003,All opioids,Undetermined,Underlying,Male,AUS,Allages,13,9787597,0.1328211613126286,0.0707216660791032,0.22712806882176234,1.3282116131262862,0.707216660791032,2.2712806882176233
2004,All opioids,Undetermined,Underlying,Male,AUS,Allages,13,9895951,0.13136685903153725,0.0699473114560523,0.2246411694051107,1.3136685903153724,0.6994731145605231,2.246411694051107
2005,All opioids,Undetermined,Underlying,Male,AUS,Allages,13,10019633,0.12974527110923126,0.06908388428506636,0.22186820665144869,1.2974527110923126,0.6908388428506635,2.2186820665144866
2006,All opioids,Undetermined,Underlying,Male,AUS,Allages,22,10159424,0.21654770979142124,0.1357090180544082,0.3278558396463825,2.1654770979142124,1.3570901805440818,3.2785583964638247
2007,All opioids,Undetermined,Underlying,Male,AUS,Allages,42,10353636,0.4056545932269591,0.2923601420134679,0.5483271677293946,4.056545932269591,2.9236014201346787,5.483271677293946
2008,All opioids,Undetermined,Underlying,Male,AUS,Allages,59,10572045,0.5580755662693453,0.424832979301903,0.7198765869938181,5.580755662693453,4.24832979301903,7.198765869938181
2009,All opioids,Undetermined,Underlying,Male,AUS,Allages,43,10800797,0.39811876845754995,0.2881205112654403,0.5362635446264441,3.9811876845754997,2.881205112654403,5.362635446264441
2010,All opioids,Undetermined,Underlying,Male,AUS,Allages,47,10967831,0.4285259318820649,0.31486471704283614,0.5698486424068869,4.285259318820649,3.1486471704283616,5.69848642406887
2011,All opioids,Undetermined,Underlying,Male,AUS,Allages,46,11118234,0.41373477118758245,0.302905831843654,0.5518642045674255,4.137347711875824,3.02905831843654,5.518642045674254
2012,All opioids,Undetermined,Underlying,Male,AUS,Allages,60,11316375,0.5302051231070021,0.40460236563436014,0.6824789438950397,5.3020512310700205,4.046023656343602,6.824789438950397
2013,All opioids,Undetermined,Underlying,Male,AUS,Allages,46,11512700,0.39955874816506987,0.29252720199452753,0.5329553764629066,3.9955874816506984,2.9252720199452753,5.329553764629066
2014,All opioids,Undetermined,Underlying,Male,AUS,Allages,44,11679392,0.37673193947082173,0.2737339869379118,0.5057450445901075,3.7673193947082173,2.737339869379118,5.057450445901075
2015,All opioids,Undetermined,Underlying,Male,AUS,Allages,40,11840827,0.33781424219777895,0.24133944693874584,0.46000708641632776,3.3781424219777896,2.4133944693874585,4.6000708641632775
2016,All opioids,Undetermined,Underlying,Male,AUS,Allages,19,12011846,0.15817718608780032,0.09523323178551307,0.24701327937804918,1.5817718608780031,0.9523323178551307,2.4701327937804916
1997,All opioids,All,Underlying,Male,AUS,Allages,656,9156177,7.164562240332401,6.626719847213711,7.734430661184228,71.64562240332401,66.26719847213711,77.34430661184228
1998,All opioids,All,Underlying,Male,AUS,Allages,866,9243143,9.36910745619753,8.75541294352149,10.01447352462637,93.69107456197528,87.5541294352149,100.14473524626369
1999,All opioids,All,Underlying,Male,AUS,Allages,944,9340109,10.10694843068748,9.472411938471119,10.772812734639663,101.0694843068748,94.72411938471119,107.72812734639663
2e3,All opioids,All,Underlying,Male,AUS,Allages,813,9443465,8.609128111344724,8.027438285849561,9.221828630931853,86.09128111344724,80.27438285849561,92.21828630931853
2001,All opioids,All,Underlying,Male,AUS,Allages,364,9561826,3.8068042652104315,3.4257289809685982,4.218681976968422,38.06804265210432,34.257289809685986,42.18681976968422
2002,All opioids,All,Underlying,Male,AUS,Allages,349,9675483,3.6070550689820857,3.2385048351507275,4.006056658732201,36.070550689820855,32.38504835150727,40.060566587322015
2003,All opioids,All,Underlying,Male,AUS,Allages,325,9787597,3.3205290328157155,2.969295891568531,3.70188385253374,33.205290328157155,29.69295891568531,37.0188385253374
2004,All opioids,All,Underlying,Male,AUS,Allages,338,9895951,3.415538334819968,3.0610779858633337,3.799780192776313,34.15538334819968,30.610779858633336,37.99780192776313
