year,sex,age,location,n
2009,female,15,Qld,28728
2010,female,15,Qld,29344
2011,female,15,Qld,29034
2012,female,15,Qld,29360
2013,female,15,Qld,29347
2014,female,15,Qld,29155
2015,female,15,Qld,29495
2016,female,15,Qld,30120
2017,female,15,Qld,29708
1971,female,16,Qld,16624
1972,female,16,Qld,17135
1973,female,16,Qld,17508
1974,female,16,Qld,18258
1975,female,16,Qld,18968
1976,female,16,Qld,19393
1977,female,16,Qld,19904
1978,female,16,Qld,20391
1979,female,16,Qld,20267
1980,female,16,Qld,20525
1981,female,16,Qld,20054
1982,female,16,Qld,20030
1983,female,16,Qld,20366
1984,female,16,Qld,21045
1985,female,16,Qld,21984
1986,female,16,Qld,22841
1987,female,16,Qld,24478
1988,female,16,Qld,24531
1989,female,16,Qld,24247
1990,female,16,Qld,23653
1991,female,16,Qld,23350
1992,female,16,Qld,22789
1993,female,16,Qld,22745
1994,female,16,Qld,22761
1995,female,16,Qld,22759
1996,female,16,Qld,23228
1997,female,16,Qld,23675
1998,female,16,Qld,24299
1999,female,16,Qld,25266
2e3,female,16,Qld,24717
2001,female,16,Qld,25195
2002,female,16,Qld,25377
2003,female,16,Qld,25333
2004,female,16,Qld,25472
2005,female,16,Qld,26348
2006,female,16,Qld,27462
2007,female,16,Qld,28318
2008,female,16,Qld,29118
2009,female,16,Qld,28712
2010,female,16,Qld,28976
2011,female,16,Qld,29616
2012,female,16,Qld,29450
2013,female,16,Qld,29737
2014,female,16,Qld,29593
2015,female,16,Qld,29327
2016,female,16,Qld,29878
2017,female,16,Qld,30615
1971,female,17,Qld,16298
1972,female,17,Qld,16788
1973,female,17,Qld,17249
1974,female,17,Qld,17603
1975,female,17,Qld,18252
1976,female,17,Qld,18991
1977,female,17,Qld,19569
1978,female,17,Qld,20065
1979,female,17,Qld,20656
1980,female,17,Qld,20550
1981,female,17,Qld,20900
1982,female,17,Qld,20444
1983,female,17,Qld,20253
1984,female,17,Qld,20453
1985,female,17,Qld,21112
1986,female,17,Qld,22079
1987,female,17,Qld,23013
1988,female,17,Qld,24666
1989,female,17,Qld,24986
1990,female,17,Qld,24520
1991,female,17,Qld,23885
1992,female,17,Qld,23436
1993,female,17,Qld,22930
1994,female,17,Qld,23017
1995,female,17,Qld,22992
1996,female,17,Qld,22936
1997,female,17,Qld,23277
1998,female,17,Qld,23820
1999,female,17,Qld,24477
2e3,female,17,Qld,25386
2001,female,17,Qld,25005
2002,female,17,Qld,25728
2003,female,17,Qld,25930
2004,female,17,Qld,25646
2005,female,17,Qld,25868
2006,female,17,Qld,26589
2007,female,17,Qld,27945
2008,female,17,Qld,28767
2009,female,17,Qld,29533
2010,female,17,Qld,28981
2011,female,17,Qld,29187
2012,female,17,Qld,30063
2013,female,17,Qld,29835
2014,female,17,Qld,29900
2015,female,17,Qld,29701
2016,female,17,Qld,29519
2017,female,17,Qld,30381
1971,female,18,Qld,15955
1972,female,18,Qld,16420
1973,female,18,Qld,17006
1974,female,18,Qld,17354
1975,female,18,Qld,17551
1976,female,18,Qld,18219
1977,female,18,Qld,19138
1978,female,18,Qld,19732
1979,female,18,Qld,20290
1980,female,18,Qld,20938
1981,female,18,Qld,21064
1982,female,18,Qld,21253
1983,female,18,Qld,20688
1984,female,18,Qld,20346
1985,female,18,Qld,20541
1986,female,18,Qld,21346
1987,female,18,Qld,22200
1988,female,18,Qld,23363
1989,female,18,Qld,25226
1990,female,18,Qld,25401
1991,female,18,Qld,24775
1992,female,18,Qld,24048
1993,female,18,Qld,23807
1994,female,18,Qld,23281
1995,female,18,Qld,23508
1996,female,18,Qld,23356
1997,female,18,Qld,23077
1998,female,18,Qld,23353
1999,female,18,Qld,24010
2e3,female,18,Qld,24800
2001,female,18,Qld,25822
2002,female,18,Qld,25499
2003,female,18,Qld,26360
2004,female,18,Qld,26510
2005,female,18,Qld,26146
2006,female,18,Qld,26313
2007,female,18,Qld,27299
2008,female,18,Qld,28749
2009,female,18,Qld,29466
2010,female,18,Qld,30054
2011,female,18,Qld,29311
2012,female,18,Qld,29812
2013,female,18,Qld,30738
2014,female,18,Qld,30338
2015,female,18,Qld,30284
2016,female,18,Qld,30097
2017,female,18,Qld,30091
1971,female,19,Qld,15633
1972,female,19,Qld,16126
1973,female,19,Qld,16614
1974,female,19,Qld,17263
1975,female,19,Qld,17310
1976,female,19,Qld,17566
1977,female,19,Qld,18494
1978,female,19,Qld,19329
1979,female,19,Qld,19959
1980,female,19,Qld,20562
1981,female,19,Qld,21492
1982,female,19,Qld,21576
1983,female,19,Qld,21423
1984,female,19,Qld,20784
1985,female,19,Qld,20488
1986,female,19,Qld,20826
1987,female,19,Qld,21529
1988,female,19,Qld,22598
1989,female,19,Qld,24052
1990,female,19,Qld,25738
1991,female,19,Qld,25748
1992,female,19,Qld,25209
1993,female,19,Qld,24553
1994,female,19,Qld,24334
1995,female,19,Qld,23805
1996,female,19,Qld,24107
1997,female,19,Qld,23614
1998,female,19,Qld,23241
1999,female,19,Qld,23548
2e3,female,19,Qld,24388
2001,female,19,Qld,25344
2002,female,19,Qld,26366
2003,female,19,Qld,26295
2004,female,19,Qld,27118
2005,female,19,Qld,27300
2006,female,19,Qld,26818
2007,female,19,Qld,27301
2008,female,19,Qld,28527
2009,female,19,Qld,30040
2010,female,19,Qld,30438
2011,female,19,Qld,30779
2012,female,19,Qld,30382
2013,female,19,Qld,30870
2014,female,19,Qld,31752
2015,female,19,Qld,31243
2016,female,19,Qld,31108
2017,female,19,Qld,31130
1971,female,20,Qld,15379
1972,female,20,Qld,15822
1973,female,20,Qld,16349
1974,female,20,Qld,16852
1975,female,20,Qld,17338
1976,female,20,Qld,17356
1977,female,20,Qld,17832
1978,female,20,Qld,18793
1979,female,20,Qld,19485
1980,female,20,Qld,20216
1981,female,20,Qld,21112
1982,female,20,Qld,22020
1983,female,20,Qld,21781
1984,female,20,Qld,21393
1985,female,20,Qld,20919
1986,female,20,Qld,20713
1987,female,20,Qld,20955
1988,female,20,Qld,21774
1989,female,20,Qld,23073
1990,female,20,Qld,24460
1991,female,20,Qld,25933
1992,female,20,Qld,26146
1993,female,20,Qld,25747
1994,female,20,Qld,25009
1995,female,20,Qld,24862
1996,female,20,Qld,24284
1997,female,20,Qld,24214
1998,female,20,Qld,23729
1999,female,20,Qld,23437
2e3,female,20,Qld,23930
2001,female,20,Qld,24851
2002,female,20,Qld,25540
2003,female,20,Qld,27110
2004,female,20,Qld,27010
2005,female,20,Qld,27830
2006,female,20,Qld,28230
2007,female,20,Qld,27884
2008,female,20,Qld,28653
2009,female,20,Qld,29999
2010,female,20,Qld,31266
2011,female,20,Qld,31401
2012,female,20,Qld,31875
2013,female,20,Qld,31692
2014,female,20,Qld,31949
2015,female,20,Qld,32793
2016,female,20,Qld,32194
2017,female,20,Qld,32194
1971,female,21,Qld,15341
1972,female,21,Qld,15408
1973,female,21,Qld,16080
1974,female,21,Qld,16591
1975,female,21,Qld,16857
1976,female,21,Qld,17396
1977,female,21,Qld,17493
1978,female,21,Qld,18153
1979,female,21,Qld,19006
1980,female,21,Qld,19722
1981,female,21,Qld,20758
1982,female,21,Qld,21632
1983,female,21,Qld,22172
1984,female,21,Qld,21767
1985,female,21,Qld,21491
1986,female,21,Qld,21182
1987,female,21,Qld,20793
1988,female,21,Qld,21141
1989,female,21,Qld,22150
1990,female,21,Qld,23258
1991,female,21,Qld,24545
1992,female,21,Qld,26313
1993,female,21,Qld,26611
1994,female,21,Qld,26171
1995,female,21,Qld,25390
1996,female,21,Qld,25258
1997,female,21,Qld,24395
1998,female,21,Qld,24179
1999,female,21,Qld,23839
2e3,female,21,Qld,23633
2001,female,21,Qld,24307
2002,female,21,Qld,25107
2003,female,21,Qld,26187
2004,female,21,Qld,27735
2005,female,21,Qld,27841
2006,female,21,Qld,28715
2007,female,21,Qld,29151
2008,female,21,Qld,29122
2009,female,21,Qld,30204
2010,female,21,Qld,31014
2011,female,21,Qld,32139
2012,female,21,Qld,32510
2013,female,21,Qld,32845
2014,female,21,Qld,32718
2015,female,21,Qld,32794
2016,female,21,Qld,33751
2017,female,21,Qld,33037
1971,female,22,Qld,14878
1972,female,22,Qld,15397
1973,female,22,Qld,15608
1974,female,22,Qld,16402
1975,female,22,Qld,16705
1976,female,22,Qld,16967
1977,female,22,Qld,17421
1978,female,22,Qld,17721
1979,female,22,Qld,18370
1980,female,22,Qld,19294
1981,female,22,Qld,20230
1982,female,22,Qld,21202
1983,female,22,Qld,21830
1984,female,22,Qld,22172
1985,female,22,Qld,21842
1986,female,22,Qld,21700
1987,female,22,Qld,21260
1988,female,22,Qld,21073
1989,female,22,Qld,21563
1990,female,22,Qld,22381
1991,female,22,Qld,23323
1992,female,22,Qld,24737
1993,female,22,Qld,26768
1994,female,22,Qld,26982
1995,female,22,Qld,26489
1996,female,22,Qld,25546
1997,female,22,Qld,25264
1998,female,22,Qld,24302
1999,female,22,Qld,24143
2e3,female,22,Qld,23925
2001,female,22,Qld,23754
2002,female,22,Qld,24543
2003,female,22,Qld,25621
2004,female,22,Qld,26623
2005,female,22,Qld,28205
2006,female,22,Qld,28655
2007,female,22,Qld,29584
2008,female,22,Qld,30178
2009,female,22,Qld,30619
2010,female,22,Qld,30921
2011,female,22,Qld,31765
2012,female,22,Qld,33034
2013,female,22,Qld,33427
2014,female,22,Qld,33601
2015,female,22,Qld,33546
2016,female,22,Qld,33621
2017,female,22,Qld,34642
1971,female,23,Qld,14749
1972,female,23,Qld,14898
1973,female,23,Qld,15670
1974,female,23,Qld,15925
1975,female,23,Qld,16658
1976,female,23,Qld,16887
1977,female,23,Qld,17034
1978,female,23,Qld,17563
1979,female,23,Qld,17890
1980,female,23,Qld,18703
1981,female,23,Qld,19891
1982,female,23,Qld,20745
1983,female,23,Qld,21302
1984,female,23,Qld,21829
1985,female,23,Qld,22287
1986,female,23,Qld,22126
1987,female,23,Qld,21937
1988,female,23,Qld,21575
1989,female,23,Qld,21692
1990,female,23,Qld,21981
1991,female,23,Qld,22561
1992,female,23,Qld,23616
1993,female,23,Qld,25052
1994,female,23,Qld,27108
1995,female,23,Qld,27258
1996,female,23,Qld,26629
1997,female,23,Qld,25568
1998,female,23,Qld,25059
1999,female,23,Qld,24250
2e3,female,23,Qld,24009
2001,female,23,Qld,23923
2002,female,23,Qld,23958
2003,female,23,Qld,24875
2004,female,23,Qld,26012
2005,female,23,Qld,27079
2006,female,23,Qld,28886
2007,female,23,Qld,29369
2008,female,23,Qld,30741
2009,female,23,Qld,31453
2010,female,23,Qld,31560
2011,female,23,Qld,31683
2012,female,23,Qld,32746
2013,female,23,Qld,34032
2014,female,23,Qld,34493
2015,female,23,Qld,34404
2016,female,23,Qld,34551
2017,female,23,Qld,34831
1971,female,24,Qld,15674
1972,female,24,Qld,14993
1973,female,24,Qld,15186
1974,female,24,Qld,16152
1975,female,24,Qld,16149
1976,female,24,Qld,16917
1977,female,24,Qld,16970
1978,female,24,Qld,17201
1979,female,24,Qld,17673
1980,female,24,Qld,18213
1981,female,24,Qld,19367
1982,female,24,Qld,20395
1983,female,24,Qld,20893
1984,female,24,Qld,21229
1985,female,24,Qld,22020
1986,female,24,Qld,22482
1987,female,24,Qld,22333
1988,female,24,Qld,22335
1989,female,24,Qld,22082
1990,female,24,Qld,21970
1991,female,24,Qld,22168
1992,female,24,Qld,22750
1993,female,24,Qld,23993
1994,female,24,Qld,25301
1995,female,24,Qld,27394
1996,female,24,Qld,27323
1997,female,24,Qld,26596
1998,female,24,Qld,25434
1999,female,24,Qld,24931
2e3,female,24,Qld,24210
2001,female,24,Qld,24024
2002,female,24,Qld,24069
2003,female,24,Qld,24434
2004,female,24,Qld,25195
2005,female,24,Qld,26567
2006,female,24,Qld,27610
2007,female,24,Qld,29518
2008,female,24,Qld,30426
2009,female,24,Qld,31954
2010,female,24,Qld,32079
2011,female,24,Qld,31945
2012,female,24,Qld,32520
2013,female,24,Qld,33419
2014,female,24,Qld,34686
2015,female,24,Qld,35035
2016,female,24,Qld,35092
2017,female,24,Qld,35356
1971,female,25,Qld,13289
1972,female,25,Qld,16023
1973,female,25,Qld,15467
1974,female,25,Qld,15726
1975,female,25,Qld,16505
1976,female,25,Qld,16420
1977,female,25,Qld,17020
1978,female,25,Qld,17205
1979,female,25,Qld,17453
1980,female,25,Qld,17992
1981,female,25,Qld,18878
1982,female,25,Qld,19894
1983,female,25,Qld,20602
1984,female,25,Qld,20975
1985,female,25,Qld,21377
1986,female,25,Qld,22385
1987,female,25,Qld,22642
1988,female,25,Qld,22690
1989,female,25,Qld,22855
1990,female,25,Qld,22365
1991,female,25,Qld,22185
1992,female,25,Qld,22473
1993,female,25,Qld,23157
1994,female,25,Qld,24492
1995,female,25,Qld,25574
1996,female,25,Qld,27661
1997,female,25,Qld,27518
1998,female,25,Qld,26705
1999,female,25,Qld,25478
2e3,female,25,Qld,24894
2001,female,25,Qld,24361
2002,female,25,Qld,24203
2003,female,25,Qld,24609
2004,female,25,Qld,24848
2005,female,25,Qld,25736
2006,female,25,Qld,27230
2007,female,25,Qld,28346
2008,female,25,Qld,30553
2009,female,25,Qld,31578
2010,female,25,Qld,32485
2011,female,25,Qld,32364
2012,female,25,Qld,32569
2013,female,25,Qld,33315
2014,female,25,Qld,33893
2015,female,25,Qld,35196
2016,female,25,Qld,35338
2017,female,25,Qld,35707
1971,female,26,Qld,13618
1972,female,26,Qld,13489
1973,female,26,Qld,16437
1974,female,26,Qld,15920
1975,female,26,Qld,15992
1976,female,26,Qld,16790
1977,female,26,Qld,16744
1978,female,26,Qld,17249
1979,female,26,Qld,17491
1980,female,26,Qld,17771
1981,female,26,Qld,18629
1982,female,26,Qld,19514
1983,female,26,Qld,20115
1984,female,26,Qld,20668
1985,female,26,Qld,21166
1986,female,26,Qld,21653
1987,female,26,Qld,22829
1988,female,26,Qld,23032
1989,female,26,Qld,23343
1990,female,26,Qld,23246
1991,female,26,Qld,22582
1992,female,26,Qld,22486
1993,female,26,Qld,22917
1994,female,26,Qld,23619
1995,female,26,Qld,24945
1996,female,26,Qld,25769
1997,female,26,Qld,27992
1998,female,26,Qld,27622
1999,female,26,Qld,26697
2e3,female,26,Qld,25726
2001,female,26,Qld,24919
2002,female,26,Qld,24433
2003,female,26,Qld,24819
2004,female,26,Qld,25063
2005,female,26,Qld,25292
2006,female,26,Qld,26482
2007,female,26,Qld,28119
2008,female,26,Qld,29338
2009,female,26,Qld,31744
2010,female,26,Qld,32069
2011,female,26,Qld,32733
2012,female,26,Qld,33112
2013,female,26,Qld,33487
2014,female,26,Qld,33843
2015,female,26,Qld,34415
2016,female,26,Qld,35704
2017,female,26,Qld,35908
1971,female,27,Qld,12662
1972,female,27,Qld,13750
1973,female,27,Qld,13851
1974,female,27,Qld,16956
1975,female,27,Qld,16220
1976,female,27,Qld,16255
1977,female,27,Qld,16899
1978,female,27,Qld,17092
1979,female,27,Qld,17477
1980,female,27,Qld,17861
1981,female,27,Qld,18389
1982,female,27,Qld,19154
1983,female,27,Qld,19894
1984,female,27,Qld,20207
1985,female,27,Qld,20895
1986,female,27,Qld,21484
1987,female,27,Qld,22022
1988,female,27,Qld,23496
1989,female,27,Qld,23738
1990,female,27,Qld,23845
1991,female,27,Qld,23654
1992,female,27,Qld,22982
1993,female,27,Qld,22974
1994,female,27,Qld,23409
1995,female,27,Qld,24038
1996,female,27,Qld,25317
1997,female,27,Qld,25940
1998,female,27,Qld,28011
1999,female,27,Qld,27636
2e3,female,27,Qld,26763
2001,female,27,Qld,25836
2002,female,27,Qld,25193
2003,female,27,Qld,25000
2004,female,27,Qld,25273
2005,female,27,Qld,25599
2006,female,27,Qld,26107
2007,female,27,Qld,27484
2008,female,27,Qld,29097
2009,female,27,Qld,30372
2010,female,27,Qld,32191
2011,female,27,Qld,32459
2012,female,27,Qld,33424
2013,female,27,Qld,33900
2014,female,27,Qld,34005
2015,female,27,Qld,34178
2016,female,27,Qld,34818
2017,female,27,Qld,36245
1971,female,28,Qld,11743
1972,female,28,Qld,12919
1973,female,28,Qld,14006
1974,female,28,Qld,14264
1975,female,28,Qld,17290
1976,female,28,Qld,16540
1977,female,28,Qld,16526
1978,female,28,Qld,17110
1979,female,28,Qld,17523
1980,female,28,Qld,17784
1981,female,28,Qld,18473
1982,female,28,Qld,18989
1983,female,28,Qld,19432
1984,female,28,Qld,20116
1985,female,28,Qld,20479
1986,female,28,Qld,21056
1987,female,28,Qld,21708
1988,female,28,Qld,22566
1989,female,28,Qld,24220
1990,female,28,Qld,24143
1991,female,28,Qld,24080
1992,female,28,Qld,24104
1993,female,28,Qld,23499
1994,female,28,Qld,23447
1995,female,28,Qld,23888
1996,female,28,Qld,24512
1997,female,28,Qld,25590
1998,female,28,Qld,26096
1999,female,28,Qld,28036
2e3,female,28,Qld,27815
2001,female,28,Qld,26900
2002,female,28,Qld,26097
2003,female,28,Qld,25789
2004,female,28,Qld,25685
2005,female,28,Qld,25853
2006,female,28,Qld,26298
2007,female,28,Qld,27061
2008,female,28,Qld,28423
2009,female,28,Qld,30045
2010,female,28,Qld,30955
2011,female,28,Qld,32630
2012,female,28,Qld,33250
2013,female,28,Qld,34139
2014,female,28,Qld,34504
2015,female,28,Qld,34233
2016,female,28,Qld,34537
2017,female,28,Qld,35244
1971,female,29,Qld,11735
1972,female,29,Qld,11961
1973,female,29,Qld,13274
1974,female,29,Qld,14272
1975,female,29,Qld,14523
1976,female,29,Qld,17615
1977,female,29,Qld,16735
1978,female,29,Qld,16800
1979,female,29,Qld,17333
1980,female,29,Qld,17996
1981,female,29,Qld,18342
1982,female,29,Qld,19042
1983,female,29,Qld,19296
1984,female,29,Qld,19553
1985,female,29,Qld,20395
1986,female,29,Qld,20685
1987,female,29,Qld,21253
1988,female,29,Qld,22107
1989,female,29,Qld,23243
1990,female,29,Qld,24742
1991,female,29,Qld,24406
1992,female,29,Qld,24504
1993,female,29,Qld,24650
1994,female,29,Qld,24037
1995,female,29,Qld,23937
1996,female,29,Qld,24208
1997,female,29,Qld,24785
1998,female,29,Qld,25903
1999,female,29,Qld,26272
2e3,female,29,Qld,28337
2001,female,29,Qld,28086
2002,female,29,Qld,27339
2003,female,29,Qld,26749
2004,female,29,Qld,26346
2005,female,29,Qld,26360
2006,female,29,Qld,26445
2007,female,29,Qld,27180
2008,female,29,Qld,28018
2009,female,29,Qld,29537
2010,female,29,Qld,30602
2011,female,29,Qld,31376
2012,female,29,Qld,33481
2013,female,29,Qld,34012
2014,female,29,Qld,34550
2015,female,29,Qld,34802
2016,female,29,Qld,34515
2017,female,29,Qld,34956
1971,female,30,Qld,11136
1972,female,30,Qld,11910
1973,female,30,Qld,12267
1974,female,30,Qld,13627
1975,female,30,Qld,14476
1976,female,30,Qld,14754
1977,female,30,Qld,17816
1978,female,30,Qld,16934
1979,female,30,Qld,17085
1980,female,30,Qld,17593
1981,female,30,Qld,18744
1982,female,30,Qld,18899
1983,female,30,Qld,19362
1984,female,30,Qld,19454
1985,female,30,Qld,19779
1986,female,30,Qld,20671
1987,female,30,Qld,20930
1988,female,30,Qld,21696
1989,female,30,Qld,22680
1990,female,30,Qld,23781
1991,female,30,Qld,25319
1992,female,30,Qld,24825
1993,female,30,Qld,25051
1994,female,30,Qld,25161
1995,female,30,Qld,24535
1996,female,30,Qld,24311
1997,female,30,Qld,24526
1998,female,30,Qld,24998
1999,female,30,Qld,26174
2e3,female,30,Qld,26606
2001,female,30,Qld,28718
2002,female,30,Qld,28551
2003,female,30,Qld,28143
2004,female,30,Qld,27342
2005,female,30,Qld,26917
2006,female,30,Qld,27088
2007,female,30,Qld,27417
2008,female,30,Qld,28105
2009,female,30,Qld,28978
2010,female,30,Qld,30149
2011,female,30,Qld,31234
2012,female,30,Qld,32196
2013,female,30,Qld,34166
2014,female,30,Qld,34408
2015,female,30,Qld,34906
2016,female,30,Qld,35103
2017,female,30,Qld,34982
1971,female,31,Qld,10797
1972,female,31,Qld,11370
1973,female,31,Qld,12149
1974,female,31,Qld,12574
1975,female,31,Qld,13880
1976,female,31,Qld,14589
1977,female,31,Qld,14959
1978,female,31,Qld,18019
1979,female,31,Qld,17087
1980,female,31,Qld,17494
1981,female,31,Qld,18144
1982,female,31,Qld,19304
1983,female,31,Qld,19227
1984,female,31,Qld,19527
1985,female,31,Qld,19756
1986,female,31,Qld,19986
1987,female,31,Qld,20964
1988,female,31,Qld,21395
1989,female,31,Qld,22377
1990,female,31,Qld,23151
1991,female,31,Qld,24288
1992,female,31,Qld,25640
1993,female,31,Qld,25322
1994,female,31,Qld,25583
1995,female,31,Qld,25677
1996,female,31,Qld,24934
1997,female,31,Qld,24595
1998,female,31,Qld,24869
1999,female,31,Qld,25214
2e3,female,31,Qld,26504
2001,female,31,Qld,26952
2002,female,31,Qld,29118
2003,female,31,Qld,29158
2004,female,31,Qld,28762
2005,female,31,Qld,28030
2006,female,31,Qld,27615
2007,female,31,Qld,27905
2008,female,31,Qld,28220
2009,female,31,Qld,28822
2010,female,31,Qld,29452
2011,female,31,Qld,30534
2012,female,31,Qld,31858
2013,female,31,Qld,32593
2014,female,31,Qld,34398
2015,female,31,Qld,34628
2016,female,31,Qld,35047
2017,female,31,Qld,35505
1971,female,32,Qld,10888
1972,female,32,Qld,11036
1973,female,32,Qld,11656
1974,female,32,Qld,12398
1975,female,32,Qld,12778
1976,female,32,Qld,14064
1977,female,32,Qld,14863
1978,female,32,Qld,15173
1979,female,32,Qld,18200
1980,female,32,Qld,17399
1981,female,32,Qld,18185
1982,female,32,Qld,18790
1983,female,32,Qld,19646
1984,female,32,Qld,19367
1985,female,32,Qld,19770
1986,female,32,Qld,20055
1987,female,32,Qld,20352
1988,female,32,Qld,21472
1989,female,32,Qld,22010
1990,female,32,Qld,22902
1991,female,32,Qld,23515
1992,female,32,Qld,24621
1993,female,32,Qld,26028
1994,female,32,Qld,25757
1995,female,32,Qld,26136
1996,female,32,Qld,26166
1997,female,32,Qld,25276
1998,female,32,Qld,24885
1999,female,32,Qld,25171
2e3,female,32,Qld,25521
2001,female,32,Qld,26748
2002,female,32,Qld,27324
2003,female,32,Qld,29800
2004,female,32,Qld,29799
2005,female,32,Qld,29283
2006,female,32,Qld,28613
2007,female,32,Qld,28357
2008,female,32,Qld,28675
2009,female,32,Qld,28995
2010,female,32,Qld,29226
2011,female,32,Qld,29723
2012,female,32,Qld,30966
2013,female,32,Qld,32306
2014,female,32,Qld,32739
2015,female,32,Qld,34590
2016,female,32,Qld,34744
2017,female,32,Qld,35390
1971,female,33,Qld,10215
1972,female,33,Qld,11019
1973,female,33,Qld,11333
1974,female,33,Qld,11949
1975,female,33,Qld,12567
1976,female,33,Qld,12924
1977,female,33,Qld,14220
1978,female,33,Qld,15133
1979,female,33,Qld,15390
1980,female,33,Qld,18500
1981,female,33,Qld,18022
1982,female,33,Qld,18718
1983,female,33,Qld,19195
1984,female,33,Qld,19789
1985,female,33,Qld,19586
1986,female,33,Qld,20032
1987,female,33,Qld,20416
1988,female,33,Qld,20903
1989,female,33,Qld,22139
1990,female,33,Qld,22531
1991,female,33,Qld,23367
1992,female,33,Qld,23981
1993,female,33,Qld,25096
1994,female,33,Qld,26434
1995,female,33,Qld,26347
1996,female,33,Qld,26629
1997,female,33,Qld,26442
1998,female,33,Qld,25581
1999,female,33,Qld,25181
2e3,female,33,Qld,25562
2001,female,33,Qld,25906
2002,female,33,Qld,27187
2003,female,33,Qld,28085
2004,female,33,Qld,30455
2005,female,33,Qld,30523
2006,female,33,Qld,29895
2007,female,33,Qld,29341
2008,female,33,Qld,29140
2009,female,33,Qld,29411
2010,female,33,Qld,29384
2011,female,33,Qld,29678
2012,female,33,Qld,30218
2013,female,33,Qld,31338
2014,female,33,Qld,32613
2015,female,33,Qld,33003
