nature,intent,drug,sex,state,age_group,n,year,pop
Underlying,All,Heroin,All,AUS,45-54,89,2016,3157138
Underlying,All,Heroin,All,AUS,55-64,38,2016,2783662
Underlying,All,Heroin,All,AUS,65-74,4,2016,2084469
Underlying,All,Heroin,All,AUS,75-84,3,2016,1106311
Underlying,All,Heroin,All,AUS,15-54,319,2016,13180721
Underlying,All,Heroin,All,AUS,15-64,357,2016,15964383
Underlying,All,Heroin,All,AUS,Allages,360,2016,24210809
Underlying,All,Opium,All,AUS,15-24,2,1997,2619372
Underlying,All,Opium,All,AUS,25-34,0,1997,2863015
Underlying,All,Opium,All,AUS,35-44,0,1997,2845815
Underlying,All,Opium,All,AUS,45-54,0,1997,2376709
Underlying,All,Opium,All,AUS,55-64,0,1997,1572718
Underlying,All,Opium,All,AUS,65-74,0,1997,1293537
Underlying,All,Opium,All,AUS,75-84,0,1997,731247
Underlying,All,Opium,All,AUS,15-54,4,1997,10704911
Underlying,All,Opium,All,AUS,15-64,3,1997,12277629
Underlying,All,Opium,All,AUS,Allages,1,1997,18423037
Underlying,All,Opium,All,AUS,15-24,4,1998,2592341
Underlying,All,Opium,All,AUS,25-34,1,1998,2860327
Underlying,All,Opium,All,AUS,35-44,1,1998,2881490
Underlying,All,Opium,All,AUS,45-54,0,1998,2460560
Underlying,All,Opium,All,AUS,55-64,0,1998,1617841
Underlying,All,Opium,All,AUS,65-74,0,1998,1296598
Underlying,All,Opium,All,AUS,75-84,0,1998,758134
Underlying,All,Opium,All,AUS,15-54,2,1998,10794718
Underlying,All,Opium,All,AUS,15-64,3,1998,12412559
Underlying,All,Opium,All,AUS,Allages,3,1998,18607584
Underlying,All,Opium,All,AUS,15-24,0,1999,2583566
Underlying,All,Opium,All,AUS,25-34,0,1999,2857016
Underlying,All,Opium,All,AUS,35-44,0,1999,2913704
Underlying,All,Opium,All,AUS,45-54,0,1999,2525485
Underlying,All,Opium,All,AUS,55-64,0,1999,1680815
Underlying,All,Opium,All,AUS,65-74,0,1999,1300015
Underlying,All,Opium,All,AUS,75-84,0,1999,784073
Underlying,All,Opium,All,AUS,15-54,0,1999,10879771
Underlying,All,Opium,All,AUS,15-64,0,1999,12560586
Underlying,All,Opium,All,AUS,Allages,0,1999,18812264
Underlying,All,Opium,All,AUS,15-24,0,2e3,2595640
Underlying,All,Opium,All,AUS,25-34,0,2e3,2855634
Underlying,All,Opium,All,AUS,35-44,0,2e3,2936641
Underlying,All,Opium,All,AUS,45-54,0,2e3,2583189
Underlying,All,Opium,All,AUS,55-64,0,2e3,1750096
Underlying,All,Opium,All,AUS,65-74,0,2e3,1302006
Underlying,All,Opium,All,AUS,75-84,0,2e3,811132
Underlying,All,Opium,All,AUS,15-54,0,2e3,10971104
Underlying,All,Opium,All,AUS,15-64,0,2e3,12721200
Underlying,All,Opium,All,AUS,Allages,0,2e3,19028802
Underlying,All,Opium,All,AUS,15-24,0,2001,2630115
Underlying,All,Opium,All,AUS,25-34,3,2001,2851409
Underlying,All,Opium,All,AUS,35-44,1,2001,2953197
Underlying,All,Opium,All,AUS,45-54,0,2001,2642230
Underlying,All,Opium,All,AUS,55-64,0,2001,1818447
Underlying,All,Opium,All,AUS,65-74,0,2001,1311961
Underlying,All,Opium,All,AUS,75-84,0,2001,843667
Underlying,All,Opium,All,AUS,15-54,1,2001,11076951
Underlying,All,Opium,All,AUS,15-64,2,2001,12895398
Underlying,All,Opium,All,AUS,Allages,2,2001,19274701
Underlying,All,Opium,All,AUS,15-24,0,2002,2667594
Underlying,All,Opium,All,AUS,25-34,0,2002,2854494
Underlying,All,Opium,All,AUS,35-44,0,2002,2966659
Underlying,All,Opium,All,AUS,45-54,0,2002,2659000
Underlying,All,Opium,All,AUS,55-64,0,2002,1917188
Underlying,All,Opium,All,AUS,65-74,0,2002,1324605
Underlying,All,Opium,All,AUS,75-84,0,2002,868512
Underlying,All,Opium,All,AUS,15-54,0,2002,11147747
Underlying,All,Opium,All,AUS,15-64,0,2002,13064935
Underlying,All,Opium,All,AUS,Allages,0,2002,19495210
Underlying,All,Opium,All,AUS,15-24,0,2003,2710380
Underlying,All,Opium,All,AUS,25-34,0,2003,2858260
Underlying,All,Opium,All,AUS,35-44,0,2003,2972788
Underlying,All,Opium,All,AUS,45-54,0,2003,2693054
Underlying,All,Opium,All,AUS,55-64,0,2003,2005259
Underlying,All,Opium,All,AUS,65-74,0,2003,1336825
Underlying,All,Opium,All,AUS,75-84,0,2003,895039
Underlying,All,Opium,All,AUS,15-54,0,2003,11234482
Underlying,All,Opium,All,AUS,15-64,0,2003,13239741
Underlying,All,Opium,All,AUS,Allages,0,2003,19720737
Underlying,All,Opium,All,AUS,15-24,0,2004,2748615
Underlying,All,Opium,All,AUS,25-34,0,2004,2852818
Underlying,All,Opium,All,AUS,35-44,0,2004,2981621
Underlying,All,Opium,All,AUS,45-54,0,2004,2734333
Underlying,All,Opium,All,AUS,55-64,0,2004,2082254
Underlying,All,Opium,All,AUS,65-74,0,2004,1353404
Underlying,All,Opium,All,AUS,75-84,0,2004,919175
Underlying,All,Opium,All,AUS,15-54,0,2004,11317387
Underlying,All,Opium,All,AUS,15-64,0,2004,13399641
Underlying,All,Opium,All,AUS,Allages,0,2004,19932722
Underlying,All,Opium,All,AUS,15-24,0,2005,2794180
Underlying,All,Opium,All,AUS,25-34,3,2005,2853071
Underlying,All,Opium,All,AUS,35-44,1,2005,2996044
Underlying,All,Opium,All,AUS,45-54,2,2005,2776548
Underlying,All,Opium,All,AUS,55-64,0,2005,2161731
Underlying,All,Opium,All,AUS,65-74,0,2005,1373971
Underlying,All,Opium,All,AUS,75-84,0,2005,935717
Underlying,All,Opium,All,AUS,15-54,3,2005,11419843
Underlying,All,Opium,All,AUS,15-64,3,2005,13581574
Underlying,All,Opium,All,AUS,Allages,4,2005,20176844
Underlying,All,Opium,All,AUS,15-24,0,2006,2841117
Underlying,All,Opium,All,AUS,25-34,0,2006,2855732
Underlying,All,Opium,All,AUS,35-44,0,2006,3025272
Underlying,All,Opium,All,AUS,45-54,4,2006,2825567
Underlying,All,Opium,All,AUS,55-64,0,2006,2236827
Underlying,All,Opium,All,AUS,65-74,0,2006,1397253
Underlying,All,Opium,All,AUS,75-84,0,2006,948119
Underlying,All,Opium,All,AUS,15-54,2,2006,11547688
Underlying,All,Opium,All,AUS,15-64,3,2006,13784515
Underlying,All,Opium,All,AUS,Allages,2,2006,20450966
Underlying,All,Opium,All,AUS,15-24,0,2007,2903862
Underlying,All,Opium,All,AUS,25-34,0,2007,2888102
Underlying,All,Opium,All,AUS,35-44,0,2007,3059917
Underlying,All,Opium,All,AUS,45-54,0,2007,2882908
Underlying,All,Opium,All,AUS,55-64,0,2007,2309362
Underlying,All,Opium,All,AUS,65-74,0,2007,1440885
Underlying,All,Opium,All,AUS,75-84,0,2007,958589
Underlying,All,Opium,All,AUS,15-54,0,2007,11734789
Underlying,All,Opium,All,AUS,15-64,0,2007,14044151
Underlying,All,Opium,All,AUS,Allages,0,2007,20827622
Underlying,All,Opium,All,AUS,15-24,0,2008,2973974
Underlying,All,Opium,All,AUS,25-34,0,2008,2958352
Underlying,All,Opium,All,AUS,35-44,0,2008,3088962
Underlying,All,Opium,All,AUS,45-54,0,2008,2935638
Underlying,All,Opium,All,AUS,55-64,0,2008,2386210
Underlying,All,Opium,All,AUS,65-74,0,2008,1485037
Underlying,All,Opium,All,AUS,75-84,0,2008,967574
Underlying,All,Opium,All,AUS,15-54,0,2008,11956926
Underlying,All,Opium,All,AUS,15-64,0,2008,14343136
Underlying,All,Opium,All,AUS,Allages,0,2008,21249199
Underlying,All,Opium,All,AUS,15-24,0,2009,3043814
Underlying,All,Opium,All,AUS,25-34,0,2009,3053686
Underlying,All,Opium,All,AUS,35-44,0,2009,3116343
Underlying,All,Opium,All,AUS,45-54,0,2009,2984512
Underlying,All,Opium,All,AUS,55-64,0,2009,2444692
Underlying,All,Opium,All,AUS,65-74,0,2009,1546161
Underlying,All,Opium,All,AUS,75-84,0,2009,976176
Underlying,All,Opium,All,AUS,15-54,0,2009,12198355
Underlying,All,Opium,All,AUS,15-64,0,2009,14643047
Underlying,All,Opium,All,AUS,Allages,0,2009,21691653
Underlying,All,Opium,All,AUS,15-24,0,2010,3065102
Underlying,All,Opium,All,AUS,25-34,0,2010,3125453
Underlying,All,Opium,All,AUS,35-44,0,2010,3137648
Underlying,All,Opium,All,AUS,45-54,0,2010,3015387
Underlying,All,Opium,All,AUS,55-64,0,2010,2502787
Underlying,All,Opium,All,AUS,65-74,0,2010,1613289
Underlying,All,Opium,All,AUS,75-84,0,2010,986792
Underlying,All,Opium,All,AUS,15-54,0,2010,12343590
Underlying,All,Opium,All,AUS,15-64,0,2010,14846377
Underlying,All,Opium,All,AUS,Allages,0,2010,22031750
Underlying,All,Opium,All,AUS,15-24,0,2011,3065122
Underlying,All,Opium,All,AUS,25-34,0,2011,3194331
Underlying,All,Opium,All,AUS,35-44,0,2011,3161154
Underlying,All,Opium,All,AUS,45-54,0,2011,3035900
Underlying,All,Opium,All,AUS,55-64,0,2011,2561993
Underlying,All,Opium,All,AUS,65-74,0,2011,1681931
Underlying,All,Opium,All,AUS,75-84,0,2011,1002373
Underlying,All,Opium,All,AUS,15-54,0,2011,12456507
Underlying,All,Opium,All,AUS,15-64,0,2011,15018500
Underlying,All,Opium,All,AUS,Allages,0,2011,22340024
Underlying,All,Opium,All,AUS,15-24,0,2012,3092512
Underlying,All,Opium,All,AUS,25-34,0,2012,3290393
Underlying,All,Opium,All,AUS,35-44,0,2012,3192465
Underlying,All,Opium,All,AUS,45-54,0,2012,3058142
Underlying,All,Opium,All,AUS,55-64,0,2012,2590518
Underlying,All,Opium,All,AUS,65-74,0,2012,1776418
Underlying,All,Opium,All,AUS,75-84,0,2012,1017201
Underlying,All,Opium,All,AUS,15-54,0,2012,12633512
Underlying,All,Opium,All,AUS,15-64,0,2012,15224030
Underlying,All,Opium,All,AUS,Allages,0,2012,22742475
Underlying,All,Opium,All,AUS,15-24,2,2013,3118366
Underlying,All,Opium,All,AUS,25-34,0,2013,3388170
Underlying,All,Opium,All,AUS,35-44,0,2013,3214188
Underlying,All,Opium,All,AUS,45-54,0,2013,3080735
Underlying,All,Opium,All,AUS,55-64,0,2013,2634301
Underlying,All,Opium,All,AUS,65-74,0,2013,1859229
Underlying,All,Opium,All,AUS,75-84,0,2013,1034415
Underlying,All,Opium,All,AUS,15-54,1,2013,12801459
Underlying,All,Opium,All,AUS,15-64,2,2013,15435760
Underlying,All,Opium,All,AUS,Allages,3,2013,23145901
Underlying,All,Opium,All,AUS,15-24,0,2014,3141184
Underlying,All,Opium,All,AUS,25-34,0,2014,3467570
Underlying,All,Opium,All,AUS,35-44,1,2014,3221600
Underlying,All,Opium,All,AUS,45-54,0,2014,3104578
Underlying,All,Opium,All,AUS,55-64,0,2014,2683589
Underlying,All,Opium,All,AUS,65-74,0,2014,1933242
Underlying,All,Opium,All,AUS,75-84,0,2014,1056839
Underlying,All,Opium,All,AUS,15-54,1,2014,12934932
Underlying,All,Opium,All,AUS,15-64,1,2014,15618521
Underlying,All,Opium,All,AUS,Allages,1,2014,23504138
Underlying,All,Opium,All,AUS,15-24,0,2015,3154845
Underlying,All,Opium,All,AUS,25-34,2,2015,3547607
Underlying,All,Opium,All,AUS,35-44,2,2015,3231643
Underlying,All,Opium,All,AUS,45-54,1,2015,3125999
Underlying,All,Opium,All,AUS,55-64,0,2015,2731562
Underlying,All,Opium,All,AUS,65-74,3,2015,2007971
Underlying,All,Opium,All,AUS,75-84,0,2015,1080275
Underlying,All,Opium,All,AUS,15-54,12,2015,13060094
Underlying,All,Opium,All,AUS,15-64,12,2015,15791656
Underlying,All,Opium,All,AUS,Allages,13,2015,23850784
Underlying,All,Opium,All,AUS,15-24,0,2016,3172488
Underlying,All,Opium,All,AUS,25-34,1,2016,3614747
Underlying,All,Opium,All,AUS,35-44,0,2016,3236348
Underlying,All,Opium,All,AUS,45-54,0,2016,3157138
Underlying,All,Opium,All,AUS,55-64,0,2016,2783662
Underlying,All,Opium,All,AUS,65-74,0,2016,2084469
Underlying,All,Opium,All,AUS,75-84,2,2016,1106311
Underlying,All,Opium,All,AUS,15-54,2,2016,13180721
Underlying,All,Opium,All,AUS,15-64,1,2016,15964383
Underlying,All,Opium,All,AUS,Allages,1,2016,24210809
Underlying,Accidental,Other Opioids,All,AUS,15-24,33,1997,2619372
Underlying,Accidental,Other Opioids,All,AUS,25-34,83,1997,2863015
Underlying,Accidental,Other Opioids,All,AUS,35-44,81,1997,2845815
Underlying,Accidental,Other Opioids,All,AUS,45-54,24,1997,2376709
Underlying,Accidental,Other Opioids,All,AUS,55-64,2,1997,1572718
Underlying,Accidental,Other Opioids,All,AUS,65-74,2,1997,1293537
Underlying,Accidental,Other Opioids,All,AUS,75-84,1,1997,731247
Underlying,Accidental,Other Opioids,All,AUS,15-54,221,1997,10704911
Underlying,Accidental,Other Opioids,All,AUS,15-64,224,1997,12277629
Underlying,Accidental,Other Opioids,All,AUS,Allages,228,1997,18423037
Underlying,Accidental,Other Opioids,All,AUS,15-24,57,1998,2592341
Underlying,Accidental,Other Opioids,All,AUS,25-34,105,1998,2860327
Underlying,Accidental,Other Opioids,All,AUS,35-44,75,1998,2881490
Underlying,Accidental,Other Opioids,All,AUS,45-54,17,1998,2460560
Underlying,Accidental,Other Opioids,All,AUS,55-64,1,1998,1617841
Underlying,Accidental,Other Opioids,All,AUS,65-74,2,1998,1296598
Underlying,Accidental,Other Opioids,All,AUS,75-84,5,1998,758134
Underlying,Accidental,Other Opioids,All,AUS,15-54,254,1998,10794718
Underlying,Accidental,Other Opioids,All,AUS,15-64,258,1998,12412559
Underlying,Accidental,Other Opioids,All,AUS,Allages,267,1998,18607584
Underlying,Accidental,Other Opioids,All,AUS,15-24,98,1999,2583566
Underlying,Accidental,Other Opioids,All,AUS,25-34,211,1999,2857016
Underlying,Accidental,Other Opioids,All,AUS,35-44,135,1999,2913704
Underlying,Accidental,Other Opioids,All,AUS,45-54,50,1999,2525485
Underlying,Accidental,Other Opioids,All,AUS,55-64,9,1999,1680815
Underlying,Accidental,Other Opioids,All,AUS,65-74,5,1999,1300015
Underlying,Accidental,Other Opioids,All,AUS,75-84,1,1999,784073
Underlying,Accidental,Other Opioids,All,AUS,15-54,494,1999,10879771
Underlying,Accidental,Other Opioids,All,AUS,15-64,503,1999,12560586
Underlying,Accidental,Other Opioids,All,AUS,Allages,512,1999,18812264
Underlying,Accidental,Other Opioids,All,AUS,15-24,74,2e3,2595640
Underlying,Accidental,Other Opioids,All,AUS,25-34,111,2e3,2855634
Underlying,Accidental,Other Opioids,All,AUS,35-44,100,2e3,2936641
Underlying,Accidental,Other Opioids,All,AUS,45-54,27,2e3,2583189
Underlying,Accidental,Other Opioids,All,AUS,55-64,11,2e3,1750096
Underlying,Accidental,Other Opioids,All,AUS,65-74,4,2e3,1302006
Underlying,Accidental,Other Opioids,All,AUS,75-84,3,2e3,811132
Underlying,Accidental,Other Opioids,All,AUS,15-54,312,2e3,10971104
Underlying,Accidental,Other Opioids,All,AUS,15-64,323,2e3,12721200
Underlying,Accidental,Other Opioids,All,AUS,Allages,330,2e3,19028802
Underlying,Accidental,Other Opioids,All,AUS,15-24,24,2001,2630115
Underlying,Accidental,Other Opioids,All,AUS,25-34,52,2001,2851409
Underlying,Accidental,Other Opioids,All,AUS,35-44,31,2001,2953197
Underlying,Accidental,Other Opioids,All,AUS,45-54,20,2001,2642230
Underlying,Accidental,Other Opioids,All,AUS,55-64,12,2001,1818447
Underlying,Accidental,Other Opioids,All,AUS,65-74,6,2001,1311961
Underlying,Accidental,Other Opioids,All,AUS,75-84,3,2001,843667
Underlying,Accidental,Other Opioids,All,AUS,15-54,127,2001,11076951
Underlying,Accidental,Other Opioids,All,AUS,15-64,139,2001,12895398
Underlying,Accidental,Other Opioids,All,AUS,Allages,152,2001,19274701
Underlying,Accidental,Other Opioids,All,AUS,15-24,18,2002,2667594
Underlying,Accidental,Other Opioids,All,AUS,25-34,57,2002,2854494
Underlying,Accidental,Other Opioids,All,AUS,35-44,48,2002,2966659
Underlying,Accidental,Other Opioids,All,AUS,45-54,21,2002,2659000
Underlying,Accidental,Other Opioids,All,AUS,55-64,11,2002,1917188
Underlying,Accidental,Other Opioids,All,AUS,65-74,3,2002,1324605
Underlying,Accidental,Other Opioids,All,AUS,75-84,2,2002,868512
Underlying,Accidental,Other Opioids,All,AUS,15-54,144,2002,11147747
Underlying,Accidental,Other Opioids,All,AUS,15-64,155,2002,13064935
Underlying,Accidental,Other Opioids,All,AUS,Allages,158,2002,19495210
Underlying,Accidental,Other Opioids,All,AUS,15-24,13,2003,2710380
Underlying,Accidental,Other Opioids,All,AUS,25-34,47,2003,2858260
Underlying,Accidental,Other Opioids,All,AUS,35-44,39,2003,2972788
Underlying,Accidental,Other Opioids,All,AUS,45-54,22,2003,2693054
Underlying,Accidental,Other Opioids,All,AUS,55-64,4,2003,2005259
Underlying,Accidental,Other Opioids,All,AUS,65-74,1,2003,1336825
Underlying,Accidental,Other Opioids,All,AUS,75-84,4,2003,895039
Underlying,Accidental,Other Opioids,All,AUS,15-54,121,2003,11234482
Underlying,Accidental,Other Opioids,All,AUS,15-64,125,2003,13239741
Underlying,Accidental,Other Opioids,All,AUS,Allages,128,2003,19720737
Underlying,Accidental,Other Opioids,All,AUS,15-24,13,2004,2748615
Underlying,Accidental,Other Opioids,All,AUS,25-34,45,2004,2852818
Underlying,Accidental,Other Opioids,All,AUS,35-44,44,2004,2981621
Underlying,Accidental,Other Opioids,All,AUS,45-54,33,2004,2734333
Underlying,Accidental,Other Opioids,All,AUS,55-64,9,2004,2082254
Underlying,Accidental,Other Opioids,All,AUS,65-74,2,2004,1353404
Underlying,Accidental,Other Opioids,All,AUS,75-84,4,2004,919175
Underlying,Accidental,Other Opioids,All,AUS,15-54,135,2004,11317387
Underlying,Accidental,Other Opioids,All,AUS,15-64,144,2004,13399641
Underlying,Accidental,Other Opioids,All,AUS,Allages,152,2004,19932722
Underlying,Accidental,Other Opioids,All,AUS,15-24,12,2005,2794180
Underlying,Accidental,Other Opioids,All,AUS,25-34,37,2005,2853071
Underlying,Accidental,Other Opioids,All,AUS,35-44,51,2005,2996044
Underlying,Accidental,Other Opioids,All,AUS,45-54,46,2005,2776548
Underlying,Accidental,Other Opioids,All,AUS,55-64,13,2005,2161731
Underlying,Accidental,Other Opioids,All,AUS,65-74,2,2005,1373971
Underlying,Accidental,Other Opioids,All,AUS,75-84,1,2005,935717
Underlying,Accidental,Other Opioids,All,AUS,15-54,146,2005,11419843
Underlying,Accidental,Other Opioids,All,AUS,15-64,159,2005,13581574
Underlying,Accidental,Other Opioids,All,AUS,Allages,167,2005,20176844
Underlying,Accidental,Other Opioids,All,AUS,15-24,12,2006,2841117
Underlying,Accidental,Other Opioids,All,AUS,25-34,39,2006,2855732
Underlying,Accidental,Other Opioids,All,AUS,35-44,53,2006,3025272
Underlying,Accidental,Other Opioids,All,AUS,45-54,33,2006,2825567
Underlying,Accidental,Other Opioids,All,AUS,55-64,15,2006,2236827
Underlying,Accidental,Other Opioids,All,AUS,65-74,7,2006,1397253
Underlying,Accidental,Other Opioids,All,AUS,75-84,2,2006,948119
Underlying,Accidental,Other Opioids,All,AUS,15-54,137,2006,11547688
Underlying,Accidental,Other Opioids,All,AUS,15-64,152,2006,13784515
Underlying,Accidental,Other Opioids,All,AUS,Allages,165,2006,20450966
Underlying,Accidental,Other Opioids,All,AUS,15-24,11,2007,2903862
Underlying,Accidental,Other Opioids,All,AUS,25-34,51,2007,2888102
Underlying,Accidental,Other Opioids,All,AUS,35-44,48,2007,3059917
Underlying,Accidental,Other Opioids,All,AUS,45-54,36,2007,2882908
Underlying,Accidental,Other Opioids,All,AUS,55-64,17,2007,2309362
Underlying,Accidental,Other Opioids,All,AUS,65-74,6,2007,1440885
Underlying,Accidental,Other Opioids,All,AUS,75-84,3,2007,958589
Underlying,Accidental,Other Opioids,All,AUS,15-54,146,2007,11734789
Underlying,Accidental,Other Opioids,All,AUS,15-64,163,2007,14044151
Underlying,Accidental,Other Opioids,All,AUS,Allages,172,2007,20827622
Underlying,Accidental,Other Opioids,All,AUS,15-24,17,2008,2973974
Underlying,Accidental,Other Opioids,All,AUS,25-34,88,2008,2958352
Underlying,Accidental,Other Opioids,All,AUS,35-44,76,2008,3088962
Underlying,Accidental,Other Opioids,All,AUS,45-54,47,2008,2935638
Underlying,Accidental,Other Opioids,All,AUS,55-64,24,2008,2386210
Underlying,Accidental,Other Opioids,All,AUS,65-74,8,2008,1485037
Underlying,Accidental,Other Opioids,All,AUS,75-84,3,2008,967574
Underlying,Accidental,Other Opioids,All,AUS,15-54,228,2008,11956926
Underlying,Accidental,Other Opioids,All,AUS,15-64,252,2008,14343136
Underlying,Accidental,Other Opioids,All,AUS,Allages,264,2008,21249199
Underlying,Accidental,Other Opioids,All,AUS,15-24,15,2009,3043814
Underlying,Accidental,Other Opioids,All,AUS,25-34,74,2009,3053686
Underlying,Accidental,Other Opioids,All,AUS,35-44,81,2009,3116343
Underlying,Accidental,Other Opioids,All,AUS,45-54,72,2009,2984512
Underlying,Accidental,Other Opioids,All,AUS,55-64,38,2009,2444692
Underlying,Accidental,Other Opioids,All,AUS,65-74,5,2009,1546161
Underlying,Accidental,Other Opioids,All,AUS,75-84,5,2009,976176
Underlying,Accidental,Other Opioids,All,AUS,15-54,242,2009,12198355
Underlying,Accidental,Other Opioids,All,AUS,15-64,280,2009,14643047
Underlying,Accidental,Other Opioids,All,AUS,Allages,292,2009,21691653
Underlying,Accidental,Other Opioids,All,AUS,15-24,21,2010,3065102
Underlying,Accidental,Other Opioids,All,AUS,25-34,74,2010,3125453
Underlying,Accidental,Other Opioids,All,AUS,35-44,96,2010,3137648
Underlying,Accidental,Other Opioids,All,AUS,45-54,69,2010,3015387
Underlying,Accidental,Other Opioids,All,AUS,55-64,30,2010,2502787
Underlying,Accidental,Other Opioids,All,AUS,65-74,7,2010,1613289
Underlying,Accidental,Other Opioids,All,AUS,75-84,4,2010,986792
Underlying,Accidental,Other Opioids,All,AUS,15-54,260,2010,12343590
Underlying,Accidental,Other Opioids,All,AUS,15-64,290,2010,14846377
Underlying,Accidental,Other Opioids,All,AUS,Allages,302,2010,22031750
Underlying,Accidental,Other Opioids,All,AUS,15-24,18,2011,3065122
Underlying,Accidental,Other Opioids,All,AUS,25-34,73,2011,3194331
Underlying,Accidental,Other Opioids,All,AUS,35-44,73,2011,3161154
Underlying,Accidental,Other Opioids,All,AUS,45-54,63,2011,3035900
Underlying,Accidental,Other Opioids,All,AUS,55-64,23,2011,2561993
Underlying,Accidental,Other Opioids,All,AUS,65-74,10,2011,1681931
Underlying,Accidental,Other Opioids,All,AUS,75-84,1,2011,1002373
Underlying,Accidental,Other Opioids,All,AUS,15-54,227,2011,12456507
Underlying,Accidental,Other Opioids,All,AUS,15-64,250,2011,15018500
Underlying,Accidental,Other Opioids,All,AUS,Allages,262,2011,22340024
Underlying,Accidental,Other Opioids,All,AUS,15-24,12,2012,3092512
Underlying,Accidental,Other Opioids,All,AUS,25-34,53,2012,3290393
Underlying,Accidental,Other Opioids,All,AUS,35-44,89,2012,3192465
Underlying,Accidental,Other Opioids,All,AUS,45-54,77,2012,3058142
Underlying,Accidental,Other Opioids,All,AUS,55-64,31,2012,2590518
Underlying,Accidental,Other Opioids,All,AUS,65-74,7,2012,1776418
Underlying,Accidental,Other Opioids,All,AUS,75-84,1,2012,1017201
Underlying,Accidental,Other Opioids,All,AUS,15-54,231,2012,12633512
Underlying,Accidental,Other Opioids,All,AUS,15-64,262,2012,15224030
