nature,intent,drug,sex,state,age_group,n,year,pop,rate_ht,rate_ht_lcl,rate_ht_ucl,rate_m,rate_m_lcl,rate_m_ucl
Underlying,Intentional,Opioids,All,AUS,Allages,118,1999,18812264,0.6272503936793573,0.5191917296604593,0.75116692015452,6.272503936793573,5.1919172966045934,7.5116692015452005
Underlying,Intentional,Opioids,All,AUS,15-24,13,2e3,2595640,0.5008398699357384,0.2666761056043335,0.8564508194571184,5.008398699357384,2.6667610560433355,8.564508194571184
Underlying,Intentional,Opioids,All,AUS,25-34,28,2e3,2855634,0.9805178114562301,0.6515469630265389,1.4171223079847317,9.8051781145623,6.51546963026539,14.171223079847318
Underlying,Intentional,Opioids,All,AUS,35-44,36,2e3,2936641,1.225890396544896,0.8585975754182348,1.6971491081294892,12.25890396544896,8.585975754182348,16.971491081294893
Underlying,Intentional,Opioids,All,AUS,45-54,12,2e3,2583189,0.4645420834480172,0.24003677128022707,0.8114605440193331,4.645420834480172,2.4003677128022707,8.114605440193332
Underlying,Intentional,Opioids,All,AUS,55-64,10,2e3,1750096,0.5713972262093051,0.2740071737322392,1.0508199789452426,5.713972262093051,2.740071737322392,10.508199789452426
Underlying,Intentional,Opioids,All,AUS,65-74,3,2e3,1302006,0.23041368472956344,0.04751677164922698,0.673366834598131,2.3041368472956343,0.47516771649226974,6.733668345981309
Underlying,Intentional,Opioids,All,AUS,75-84,2,2e3,811132,0.24656899246978295,0.029859953647413468,0.8906926369147652,2.4656899246978297,0.2985995364741347,8.906926369147651
Underlying,Intentional,Opioids,All,AUS,15-54,89,2e3,10971104,0.8112219153149948,0.6514780271414793,0.9982783719152087,8.112219153149947,6.514780271414793,9.982783719152087
Underlying,Intentional,Opioids,All,AUS,15-64,99,2e3,12721200,0.7782284690123573,0.632505688489303,0.947465275245725,7.782284690123573,6.32505688489303,9.47465275245725
Underlying,Intentional,Opioids,All,AUS,Allages,104,2e3,19028802,0.5465399240582776,0.4465625631845207,0.66222460529884275,5.465399240582776,4.4656256318452066,6.6222460529884275
Underlying,Intentional,Opioids,All,AUS,15-24,5,2001,2630115,0.19010575583196931,0.06172679381313315,0.4436430334834183,1.9010575583196931,0.6172679381313315,4.436430334834183
Underlying,Intentional,Opioids,All,AUS,25-34,12,2001,2851409,0.4208445719291761,0.21745752614465286,0.7351298783319955,4.2084457192917615,2.1745752614465284,7.351298783319955
Underlying,Intentional,Opioids,All,AUS,35-44,24,2001,2953197,0.8126785988201939,0.5206986795051829,1.2092013408307953,8.126785988201938,5.206986795051829,12.092013408307952
Underlying,Intentional,Opioids,All,AUS,45-54,19,2001,2642230,0.7190895569272925,0.4329399462915371,1.122947461744096,7.190895569272925,4.3293994629153705,11.22947461744096
Underlying,Intentional,Opioids,All,AUS,55-64,7,2001,1818447,0.38494385593861136,0.1547670915579766,0.7931314737589013,3.8494385593861136,1.547670915579766,7.9313147375890125
Underlying,Intentional,Opioids,All,AUS,65-74,6,2001,1311961,0.45733066760368635,0.16783205452396754,0.9954166706345358,4.5733066760368635,1.6783205452396754,9.954166706345358
Underlying,Intentional,Opioids,All,AUS,75-84,3,2001,843667,0.35559053512819633,0.07333120981136328,1.0391868579045693,3.555905351281963,0.7333120981136327,10.391868579045694
Underlying,Intentional,Opioids,All,AUS,15-54,60,2001,11076951,0.5416653012187198,0.41334768885458933,0.6972304615882321,5.416653012187198,4.133476888545894,6.9723046158823205
Underlying,Intentional,Opioids,All,AUS,15-64,67,2001,12895398,0.5195651968244795,0.40265596127662734,0.6598294321361229,5.195651968244795,4.026559612766273,6.598294321361228
Underlying,Intentional,Opioids,All,AUS,Allages,74,2001,19274701,0.38392294645712016,0.3014621868704194,0.4819801050978483,3.8392294645712015,3.0146218687041944,4.819801050978483
Underlying,Intentional,Opioids,All,AUS,15-24,2,2002,2667594,0.07497392781660178,0.009079479081874446,0.2708318057267887,0.7497392781660178,0.09079479081874446,2.708318057267887
Underlying,Intentional,Opioids,All,AUS,25-34,26,2002,2854494,0.9108444438839248,0.5949938181420895,1.3345985688913784,9.108444438839248,5.949938181420896,13.345985688913784
Underlying,Intentional,Opioids,All,AUS,35-44,31,2002,2966659,1.044946520648312,0.7099903834247963,1.4832177713897952,10.449465206483119,7.099903834247963,14.832177713897952
Underlying,Intentional,Opioids,All,AUS,45-54,16,2002,2659000,0.6017299736743137,0.3439405158202434,0.9771717881074586,6.017299736743137,3.4394051582024336,9.771717881074586
Underlying,Intentional,Opioids,All,AUS,55-64,11,2002,1917188,0.5737569815792712,0.2864170062646244,1.0266082696790895,5.737569815792712,2.8641700626462443,10.266082696790894
Underlying,Intentional,Opioids,All,AUS,65-74,2,2002,1324605,0.15098840786498616,0.01828497093241667,0.5454224466659474,1.5098840786498615,0.1828497093241667,5.454224466659474
Underlying,Intentional,Opioids,All,AUS,75-84,5,2002,868512,0.5756972845510482,0.18692725755064835,1.3434842546910588,5.756972845510482,1.8692725755064834,13.434842546910588
Underlying,Intentional,Opioids,All,AUS,15-54,76,2002,11147747,0.6817521065018788,0.5371430603763523,0.8533144230936205,6.817521065018788,5.371430603763523,8.533144230936205
Underlying,Intentional,Opioids,All,AUS,15-64,87,2002,13064935,0.6659045758742772,0.5333622674010995,0.8213907788495436,6.6590457587427725,5.333622674010995,8.213907788495437
Underlying,Intentional,Opioids,All,AUS,Allages,98,2002,19495210,0.502687583257631,0.4081060766502378,0.6126151594543232,5.02687583257631,4.081060766502378,6.1261515945432325
Underlying,Intentional,Opioids,All,AUS,15-24,6,2003,2710380,0.22137117304584597,0.0812392026525133,0.4818320127149537,2.21371173045846,0.812392026525133,4.818320127149537
Underlying,Intentional,Opioids,All,AUS,25-34,17,2003,2858260,0.5947674459286418,0.3464739070594533,0.9522802985135371,5.947674459286418,3.464739070594533,9.522802985135371
Underlying,Intentional,Opioids,All,AUS,35-44,18,2003,2972788,0.6054922180794594,0.35885231530222406,0.9569392455868871,6.054922180794594,3.5885231530222406,9.569392455868872
Underlying,Intentional,Opioids,All,AUS,45-54,14,2003,2693054,0.5198558959456439,0.284210186504097,0.8722296772897409,5.198558959456438,2.84210186504097,8.722296772897408
Underlying,Intentional,Opioids,All,AUS,55-64,6,2003,2005259,0.29921321884105745,0.10980582063729373,0.651261433372126,2.9921321884105745,1.0980582063729374,6.5126143337212605
Underlying,Intentional,Opioids,All,AUS,65-74,4,2003,1336825,0.2992164269818413,0.08152818449857643,0.7661128981595515,2.992164269818413,0.8152818449857644,7.661128981595516
Underlying,Intentional,Opioids,All,AUS,75-84,1,2003,895039,0.11172697502566928,0.0028255267977350305,0.6225028504380326,1.1172697502566928,0.028255267977350305,6.225028504380326
Underlying,Intentional,Opioids,All,AUS,15-54,55,2003,11234482,0.4895641828434991,0.3688068785221201,0.6372353458536643,4.895641828434991,3.688068785221201,6.372353458536643
Underlying,Intentional,Opioids,All,AUS,15-64,61,2003,13239741,0.460734088378315,0.3524250358283574,0.5918321285827032,4.6073408837831495,3.524250358283574,5.918321285827032
Underlying,Intentional,Opioids,All,AUS,Allages,68,2003,19720737,0.3448146993695012,0.2677620063377736,0.43713479429562313,3.448146993695012,2.677620063377736,4.371347942956231
Underlying,Intentional,Opioids,All,AUS,15-24,5,2004,2748615,0.18190979820746087,0.05906558987338303,0.4245164190002022,1.8190979820746087,0.5906558987338303,4.245164190002022
Underlying,Intentional,Opioids,All,AUS,25-34,12,2004,2852818,0.42063671779973344,0.217350124391601,0.7347667994399772,4.206367177997334,2.17350124391601,7.347667994399773
Underlying,Intentional,Opioids,All,AUS,35-44,12,2004,2981621,0.4024656386576296,0.2079608196905638,0.7030256197030934,4.024656386576296,2.079608196905638,7.030256197030934
Underlying,Intentional,Opioids,All,AUS,45-54,13,2004,2734333,0.475435874123598,0.25314954936023965,0.8130092439420051,4.75435874123598,2.5314954936023963,8.130092439420052
Underlying,Intentional,Opioids,All,AUS,55-64,3,2004,2082254,0.14407464219062613,0.029711611449863187,0.4210474124903946,1.4407464219062613,0.29711611449863184,4.210474124903946
Underlying,Intentional,Opioids,All,AUS,65-74,1,2004,1353404,0.07388776743677423,0.001868589629939001,0.41167628346983326,0.7388776743677423,0.01868589629939001,4.116762834698332
Underlying,Intentional,Opioids,All,AUS,75-84,2,2004,919175,0.21758642260722932,0.02635011170009387,0.7859975521156987,2.175864226072293,0.2635011170009387,7.859975521156986
Underlying,Intentional,Opioids,All,AUS,15-54,42,2004,11317387,0.37111039853987493,0.2674637256210955,0.5016334515715596,3.7111039853987493,2.674637256210955,5.016334515715596
Underlying,Intentional,Opioids,All,AUS,15-64,46,2004,13399641,0.34329277926177276,0.251333443814084,0.45790445897800575,3.4329277926177277,2.51333443814084,4.579044589780057
Underlying,Intentional,Opioids,All,AUS,Allages,53,2004,19932722,0.26589444231450177,0.19917313338655676,0.34779639839820653,2.6589444231450177,1.9917313338655676,3.4779639839820655
Underlying,Intentional,Opioids,All,AUS,15-24,2,2005,2794180,0.07157735006334595,0.008668147335509446,0.2585621899684155,0.7157735006334596,0.08668147335509446,2.5856218996841553
Underlying,Intentional,Opioids,All,AUS,25-34,10,2005,2853071,0.3504995143829228,0.16807813710913502,0.6445811695089794,3.504995143829228,1.6807813710913502,6.445811695089794
Underlying,Intentional,Opioids,All,AUS,35-44,19,2005,2996044,0.6341695916348358,0.3818124547870085,0.9903344115921203,6.341695916348358,3.818124547870085,9.903344115921204
Underlying,Intentional,Opioids,All,AUS,45-54,18,2005,2776548,0.6482870096249012,0.3842151681522048,1.0245735013440254,6.482870096249012,3.842151681522048,10.245735013440253
Underlying,Intentional,Opioids,All,AUS,55-64,7,2005,2161731,0.32381457267347324,0.1301899974336899,0.6671817858292509,3.2381457267347322,1.3018999743368989,6.671817858292509
Underlying,Intentional,Opioids,All,AUS,65-74,5,2005,1373971,0.3639086996741562,0.11816011131954655,0.8492407751038711,3.639086996741562,1.1816011131954656,8.49240775103871
Underlying,Intentional,Opioids,All,AUS,75-84,2,2005,935717,0.21373983800657675,0.025884283305672315,0.7721023556972324,2.1373983800657674,0.2588428330567232,7.721023556972324
Underlying,Intentional,Opioids,All,AUS,15-54,50,2005,11419843,0.43783439054284723,0.3249691173098914,0.5772300303061899,4.378343905428473,3.249691173098914,5.772300303061899
Underlying,Intentional,Opioids,All,AUS,15-64,57,2005,13581574,0.41968626022285777,0.31786629462542276,0.5437523353069864,4.1968626022285775,3.1786629462542275,5.437523353069864
Underlying,Intentional,Opioids,All,AUS,Allages,68,2005,20176844,0.3370200017406092,0.26170912089024256,0.42725315772144956,3.370200017406092,2.6170912089024254,4.272531577214496
Underlying,Intentional,Opioids,All,AUS,15-24,4,2006,2841117,0.14078969644685524,0.03836129073259195,0.36047754284041894,1.4078969644685524,0.3836129073259195,3.6047754284041895
Underlying,Intentional,Opioids,All,AUS,25-34,10,2006,2855732,0.3501729153856174,0.16792152019870807,0.6439805422470153,3.501729153856174,1.6792152019870807,6.439805422470153
Underlying,Intentional,Opioids,All,AUS,35-44,10,2006,3025272,0.3305487903236469,0.15851098966311028,0.60789107289267,3.305487903236469,1.5851098966311028,6.0789107289267
Underlying,Intentional,Opioids,All,AUS,45-54,16,2006,2825567,0.5662580289195054,0.32366524367181065,0.9195675715981013,5.662580289195054,3.2366524367181064,9.195675715981013
Underlying,Intentional,Opioids,All,AUS,55-64,9,2006,2236827,0.40235565826056285,0.18398297846142098,0.7637964209525137,4.023556582605629,1.8398297846142098,7.637964209525137
Underlying,Intentional,Opioids,All,AUS,65-74,8,2006,1397253,0.5725520002461973,0.24718726111277278,1.1281556812698474,5.725520002461973,2.471872611127728,11.281556812698474
Underlying,Intentional,Opioids,All,AUS,75-84,4,2006,948119,0.4218879697590703,0.11495278044455332,1.080200771297846,4.218879697590703,1.1495278044455333,10.802007712978462
Underlying,Intentional,Opioids,All,AUS,15-54,37,2006,11547688,0.32041045792023476,0.22559852377270725,0.441643616236042,3.2041045792023475,2.2559852377270726,4.416436162360419
Underlying,Intentional,Opioids,All,AUS,15-64,46,2006,13784515,0.3337077873251253,0.24431602551140877,0.44511942296152635,3.337077873251253,2.443160255114088,4.451194229615264
Underlying,Intentional,Opioids,All,AUS,Allages,55,2006,20450966,0.2689359514851279,0.20259943898165717,0.35005725513194663,2.689359514851279,2.0259943898165718,3.5005725513194665
Underlying,Intentional,Opioids,All,AUS,15-24,7,2007,2903862,0.24105828720510825,0.0969177437985441,0.4966722072407203,2.4105828720510827,0.9691774379854411,4.966722072407203
Underlying,Intentional,Opioids,All,AUS,25-34,20,2007,2888102,0.6924963176508309,0.42299554503908815,1.0695043976666,6.924963176508308,4.229955450390881,10.695043976666001
Underlying,Intentional,Opioids,All,AUS,35-44,21,2007,3059917,0.6862931249442387,0.4248270931640513,1.0490719230677965,6.862931249442386,4.248270931640513,10.490719230677964
Underlying,Intentional,Opioids,All,AUS,45-54,29,2007,2882908,1.005928735845889,0.6736873010464816,1.444680723311469,10.05928735845889,6.736873010464816,14.44680723311469
Underlying,Intentional,Opioids,All,AUS,55-64,21,2007,2309362,0.909342060707676,0.562898170331574,1.3900259082888877,9.09342060707676,5.628981703315739,13.900259082888876
Underlying,Intentional,Opioids,All,AUS,65-74,9,2007,1440885,0.6246161213420918,0.28561480878968476,1.185716040412627,6.246161213420917,2.8561480878968477,11.85716040412627
Underlying,Intentional,Opioids,All,AUS,75-84,7,2007,958589,0.7302399672852495,0.2935937647337158,1.5045734397770605,7.302399672852495,2.935937647337158,15.045734397770605
Underlying,Intentional,Opioids,All,AUS,15-54,77,2007,11734789,0.6561685940837965,0.5178379739931008,0.8200979097892468,6.561685940837965,5.1783797399310085,8.200979097892468
Underlying,Intentional,Opioids,All,AUS,15-64,98,2007,14044151,0.6977993899382027,0.5665072717156403,0.8503939599300461,6.977993899382026,5.665072717156403,8.50393959930046
Underlying,Intentional,Opioids,All,AUS,Allages,115,2007,20827622,0.552151368984899,0.45585758277323324,0.6627742419777733,5.52151368984899,4.558575827732333,6.627742419777734
Underlying,Intentional,Opioids,All,AUS,15-24,1,2008,2973974,0.03362504177911441,8.5036274006362e-4,0.18734673832158796,0.3362504177911441,0.0085036274006362,1.8734673832158797
Underlying,Intentional,Opioids,All,AUS,25-34,18,2008,2958352,0.6084468650113306,0.36060342268353057,0.9616088639924361,6.0844686501133065,3.606034226835306,9.61608863992436
Underlying,Intentional,Opioids,All,AUS,35-44,36,2008,3088962,1.1654400410234895,0.8162589382691599,1.613460331997121,11.654400410234896,8.162589382691598,16.13460331997121
Underlying,Intentional,Opioids,All,AUS,45-54,23,2008,2935638,0.7834753467559693,0.4966565349111845,1.1755982068657733,7.834753467559693,4.966565349111845,11.755982068657733
Underlying,Intentional,Opioids,All,AUS,55-64,8,2008,2386210,0.33525967957556124,0.14474130196068455,0.6605952158952222,3.3525967957556126,1.4474130196068455,6.605952158952222
Underlying,Intentional,Opioids,All,AUS,65-74,9,2008,1485037,0.6060455059368891,0.2771231247187275,1.1504632254212845,6.060455059368891,2.7712312471872753,11.504632254212845
Underlying,Intentional,Opioids,All,AUS,75-84,5,2008,967574,0.5167563411170618,0.16778930222373556,1.2059358736491894,5.167563411170618,1.6778930222373556,12.059358736491895
Underlying,Intentional,Opioids,All,AUS,15-54,80,2008,11956926,0.6690682872838721,0.530529788580111,0.8327134087807683,6.690682872838721,5.30529788580111,8.327134087807682
Underlying,Intentional,Opioids,All,AUS,15-64,88,2008,14343136,0.6135338882654393,0.4920721168705017,0.7558909073960738,6.135338882654393,4.9207211687050165,7.558909073960738
Underlying,Intentional,Opioids,All,AUS,Allages,102,2008,21249199,0.48001809385850264,0.39139731335936034,0.5827092163521986,4.800180938585027,3.913973133593603,5.8270921635219866
Underlying,Intentional,Opioids,All,AUS,15-24,2,2009,3043814,0.06570703728940074,0.007957241776906796,0.23735658616654867,0.6570703728940074,0.07957241776906795,2.3735658616654867
Underlying,Intentional,Opioids,All,AUS,25-34,17,2009,3053686,0.556704258394609,0.32430070072422407,0.8913374479331871,5.56704258394609,3.2430070072422406,8.913374479331871
Underlying,Intentional,Opioids,All,AUS,35-44,23,2009,3116343,0.7380445605634552,0.4678572919712624,1.107429692048348,7.380445605634552,4.678572919712624,11.07429692048348
Underlying,Intentional,Opioids,All,AUS,45-54,35,2009,2984512,1.1727210344605752,0.8168432127025752,1.6309712285670612,11.727210344605751,8.168432127025753,16.309712285670614
Underlying,Intentional,Opioids,All,AUS,55-64,31,2009,2444692,1.2680533989557785,0.8615806657446512,1.799900089849142,12.680533989557786,8.615806657446512,17.99900089849142
Underlying,Intentional,Opioids,All,AUS,65-74,8,2009,1546161,0.5174105413343112,0.22338109818550922,1.0195050257517413,5.174105413343112,2.2338109818550924,10.195050257517412
Underlying,Intentional,Opioids,All,AUS,75-84,6,2009,976176,0.6146432610512859,0.22556292111803508,1.3378200761157375,6.146432610512859,2.255629211180351,13.378200761157375
Underlying,Intentional,Opioids,All,AUS,15-54,78,2009,12198355,0.6394304805852921,0.5054432544675133,0.798038272679075,6.39430480585292,5.054432544675133,7.98038272679075
Underlying,Intentional,Opioids,All,AUS,15-64,109,2009,14643047,0.7443805923726121,0.6112139223611218,0.8979446428207427,7.443805923726121,6.112139223611218,8.979446428207428
Underlying,Intentional,Opioids,All,AUS,Allages,124,2009,21691653,0.571648458510746,0.4754676112222087,0.681572373075356,5.71648458510746,4.7546761122220875,6.81572373075356
Underlying,Intentional,Opioids,All,AUS,15-24,5,2010,3065102,0.16312670834445314,0.05296677445312708,0.38068299097721403,1.6312670834445315,0.5296677445312707,3.8068299097721403
Underlying,Intentional,Opioids,All,AUS,25-34,16,2010,3125453,0.5119257912373022,0.29260968940055315,0.8313354206822923,5.119257912373022,2.9260968940055316,8.313354206822922
Underlying,Intentional,Opioids,All,AUS,35-44,22,2010,3137648,0.7011621443833088,0.4394136802593497,1.0615679279012846,7.011621443833088,4.394136802593497,10.615679279012847
Underlying,Intentional,Opioids,All,AUS,45-54,37,2010,3015387,1.227039845963387,0.8639492595105723,1.6913128190462936,12.27039845963387,8.639492595105724,16.913128190462935
Underlying,Intentional,Opioids,All,AUS,55-64,20,2010,2502787,0.7991091531161062,0.48811755839329535,1.2341592752038841,7.991091531161062,4.881175583932953,12.341592752038842
Underlying,Intentional,Opioids,All,AUS,65-74,13,2010,1613289,0.8058072670178746,0.4290583812019001,1.377953984075807,8.058072670178746,4.290583812019001,13.779539840758071
Underlying,Intentional,Opioids,All,AUS,75-84,3,2010,986792,0.30401543587706426,0.0626951999893832,0.8884624711669473,3.0401543587706428,0.626951999893832,8.884624711669474
Underlying,Intentional,Opioids,All,AUS,15-54,80,2010,12343590,0.6481096666366916,0.5139108981137603,0.8066285908718125,6.481096666366915,5.139108981137603,8.066285908718125
Underlying,Intentional,Opioids,All,AUS,15-64,100,2010,14846377,0.6735650051187573,0.5480393504854159,0.8192356067434787,6.735650051187573,5.480393504854159,8.192356067434787
Underlying,Intentional,Opioids,All,AUS,Allages,117,2010,22031750,0.5310517775483109,0.43919428850894154,0.6364515075494397,5.310517775483109,4.391942885089415,6.364515075494397
Underlying,Intentional,Opioids,All,AUS,15-24,4,2011,3065122,0.13050051515078356,0.03555777396211617,0.33413315198616644,1.3050051515078356,0.35557773962116174,3.341331519861664
Underlying,Intentional,Opioids,All,AUS,25-34,21,2011,3194331,0.6574146511429153,0.4069508277111121,1.0049281090838247,6.574146511429153,4.069508277111121,10.049281090838246
Underlying,Intentional,Opioids,All,AUS,35-44,27,2011,3161154,0.8541184643329619,0.5628694448489372,1.2426981759254252,8.541184643329618,5.628694448489372,12.426981759254252
Underlying,Intentional,Opioids,All,AUS,45-54,36,2011,3035900,1.1858098092822555,0.8305256571276327,1.641660678562038,11.858098092822555,8.305256571276328,16.41660678562038
Underlying,Intentional,Opioids,All,AUS,55-64,23,2011,2561993,0.8977385964754783,0.5690896879240498,1.3470492576705029,8.977385964754783,5.690896879240498,13.470492576705029
Underlying,Intentional,Opioids,All,AUS,65-74,13,2011,1681931,0.7729211245883452,0.41154789747666953,1.3217177191071896,7.729211245883452,4.115478974766695,13.217177191071896
Underlying,Intentional,Opioids,All,AUS,75-84,1,2011,1002373,0.09976326177979654,0.002522969672485157,0.5558453078377074,0.9976326177979654,0.02522969672485157,5.558453078377074
Underlying,Intentional,Opioids,All,AUS,15-54,85,2011,12456507,0.682374280366077,0.5450564056781915,0.843766360001507,6.823742803660769,5.450564056781914,8.43766360001507
Underlying,Intentional,Opioids,All,AUS,15-64,108,2011,15018500,0.7191130938509172,0.5899024544447041,0.8682140213613605,7.191130938509172,5.899024544447041,8.682140213613605
Underlying,Intentional,Opioids,All,AUS,Allages,126,2011,22340024,0.5640101371421982,0.4698355056864919,0.6715259240316255,5.640101371421982,4.698355056864919,6.7152592403162545
Underlying,Intentional,Opioids,All,AUS,15-24,5,2012,3092512,0.1616808600904378,0.05249731167084516,0.3773088663876618,1.616808600904378,0.5249731167084516,3.773088663876618
Underlying,Intentional,Opioids,All,AUS,25-34,16,2012,3290393,0.4862641027986626,0.2779418238386804,0.789662445968531,4.862641027986626,2.779418238386804,7.8966244596853095
Underlying,Intentional,Opioids,All,AUS,35-44,32,2012,3192465,1.0023602451397275,0.6856136568324709,1.4150343406818322,10.023602451397275,6.856136568324709,14.150343406818322
Underlying,Intentional,Opioids,All,AUS,45-54,50,2012,3058142,1.6349796706627748,1.2135134011198767,2.155516755265756,16.34979670662775,12.135134011198767,21.55516755265756
Underlying,Intentional,Opioids,All,AUS,55-64,22,2012,2590518,0.8492509992210052,0.5322199865194482,1.285776236970216,8.492509992210053,5.322199865194483,12.85776236970216
Underlying,Intentional,Opioids,All,AUS,65-74,14,2012,1776418,0.7881028001292488,0.43086333261969,1.3223023079837324,7.8810280012924885,4.3086333261969,13.223023079837324
Underlying,Intentional,Opioids,All,AUS,75-84,8,2012,1017201,0.786471896901399,0.33954266870717303,1.5496631542058434,7.86471896901399,3.3954266870717302,15.496631542058434
Underlying,Intentional,Opioids,All,AUS,15-54,103,2012,12633512,0.815291899829596,0.6654674711290001,0.9887785465229286,8.152918998295961,6.654674711290001,9.887785465229285
Underlying,Intentional,Opioids,All,AUS,15-64,125,2012,15224030,0.8210703736132942,0.6834517463724787,0.9782682835718506,8.210703736132942,6.834517463724787,9.782682835718505
Underlying,Intentional,Opioids,All,AUS,Allages,150,2012,22742475,0.6595588211045632,0.5582337060027467,0.7739578309396734,6.595588211045632,5.582337060027466,7.739578309396734
Underlying,Intentional,Opioids,All,AUS,15-24,5,2013,3118366,0.16034038339309753,0.052062062730875304,0.3741806436480647,1.6034038339309753,0.520620627308753,3.7418064364806467
Underlying,Intentional,Opioids,All,AUS,25-34,22,2013,3388170,0.6493180684558331,0.4069233406347344,0.9830753727952286,6.493180684558331,4.069233406347344,9.830753727952287
Underlying,Intentional,Opioids,All,AUS,35-44,37,2013,3214188,1.1511461059527321,0.810513064508923,1.5867032941089776,11.51146105952732,8.10513064508923,15.867032941089775
Underlying,Intentional,Opioids,All,AUS,45-54,30,2013,3080735,0.9737935914643745,0.6570141099679702,1.3901504277523349,9.737935914643746,6.570141099679701,13.90150427752335
Underlying,Intentional,Opioids,All,AUS,55-64,23,2013,2634301,0.8730968860430148,0.5534689455888298,1.3100745772054994,8.73096886043015,5.534689455888298,13.100745772054994
Underlying,Intentional,Opioids,All,AUS,65-74,17,2013,1859229,0.9143575105594846,0.5326468711448417,1.4639749519985448,9.143575105594845,5.326468711448417,14.639749519985447
Underlying,Intentional,Opioids,All,AUS,75-84,8,2013,1034415,0.7733839899846773,0.3338922406883167,1.5238747602474232,7.733839899846773,3.338922406883167,15.238747602474232
Underlying,Intentional,Opioids,All,AUS,15-54,94,2013,12801459,0.7342913022648434,0.593382112753529,0.898586591954453,7.342913022648434,5.933821127535291,8.98586591954453
Underlying,Intentional,Opioids,All,AUS,15-64,117,2013,15435760,0.7579801707204569,0.6268702523139044,0.908419183859581,7.5798017072045685,6.268702523139043,9.08419183859581
Underlying,Intentional,Opioids,All,AUS,Allages,144,2013,23145901,0.6221403953987361,0.5246778723337784,0.7324558808135534,6.221403953987361,5.246778723337783,7.324558808135534
Underlying,Intentional,Opioids,All,AUS,15-24,8,2014,3141184,0.2546810374686742,0.10995317120920173,0.5018231692639903,2.546810374686742,1.0995317120920172,5.018231692639903
Underlying,Intentional,Opioids,All,AUS,25-34,20,2014,3467570,0.5767727832459042,0.35230846950991057,0.8907787845406735,5.767727832459042,3.5230846950991057,8.907787845406736
Underlying,Intentional,Opioids,All,AUS,35-44,47,2014,3221600,1.4589024087409983,1.0719465496612386,1.9400309180215325,14.589024087409983,10.719465496612386,19.400309180215324
Underlying,Intentional,Opioids,All,AUS,45-54,46,2014,3104578,1.4816828567360845,1.084778001519819,1.9763572899777375,14.816828567360844,10.84778001519819,19.763572899777376
Underlying,Intentional,Opioids,All,AUS,55-64,34,2014,2683589,1.2669600300195,0.8774066352533635,1.7704499892701013,12.669600300195,8.774066352533636,17.704499892701012
Underlying,Intentional,Opioids,All,AUS,65-74,16,2014,1933242,0.8276253050575149,0.4730591573977945,1.344011657401263,8.276253050575148,4.730591573977946,13.440116574012631
Underlying,Intentional,Opioids,All,AUS,75-84,7,2014,1056839,0.6623525437649443,0.26629955304670616,1.3646993998730674,6.623525437649444,2.662995530467062,13.646993998730675
Underlying,Intentional,Opioids,All,AUS,15-54,121,2014,12934932,0.9354513808035482,0.7762127504052282,1.1177449625750082,9.354513808035481,7.762127504052282,11.177449625750082
Underlying,Intentional,Opioids,All,AUS,15-64,155,2014,15618521,0.9924115093868364,0.8423278486490229,1.1615242416828881,9.924115093868364,8.42327848649023,11.615242416828881
Underlying,Intentional,Opioids,All,AUS,Allages,181,2014,23504138,0.7700771668376011,0.6619725559725894,0.8908023148367122,7.700771668376011,6.619725559725894,8.908023148367123
Underlying,Intentional,Opioids,All,AUS,15-24,5,2015,3154845,0.15848639156598818,0.051460076900712616,0.36985404893433454,1.5848639156598818,0.5146007690071261,3.6985404893433453
Underlying,Intentional,Opioids,All,AUS,25-34,23,2015,3547607,0.6483243493430924,0.41098233170517473,0.9728052652977133,6.4832434934309235,4.109823317051747,9.728052652977134
Underlying,Intentional,Opioids,All,AUS,35-44,41,2015,3231643,1.2687044948962494,0.9104442429836831,1.7211409014125139,12.687044948962495,9.104442429836832,17.211409014125138
Underlying,Intentional,Opioids,All,AUS,45-54,44,2015,3125999,1.4075500344050014,1.0227279462247914,1.8895702230951914,14.075500344050013,10.227279462247914,18.895702230951915
Underlying,Intentional,Opioids,All,AUS,55-64,42,2015,2731562,1.5375817938600698,1.1081536832463452,2.0783639190987055,15.375817938600697,11.081536832463453,20.783639190987056
Underlying,Intentional,Opioids,All,AUS,65-74,18,2015,2007971,0.8964272890395331,0.531278517818568,1.4167423264627583,8.96427289039533,5.31278517818568,14.167423264627583
Underlying,Intentional,Opioids,All,AUS,75-84,8,2015,1080275,0.7405521742148989,0.31971779607193085,1.459182995183021,7.40552174214899,3.1971779607193085,14.59182995183021
Underlying,Intentional,Opioids,All,AUS,15-54,113,2015,13060094,0.865231138458881,0.7130729182653042,1.0402466436972604,8.65231138458881,7.130729182653042,10.402466436972604
Underlying,Intentional,Opioids,All,AUS,15-64,155,2015,15791656,0.9815310059945582,0.8330928176886315,1.148789636801439,9.815310059945583,8.330928176886315,11.48789636801439
Underlying,Intentional,Opioids,All,AUS,Allages,185,2015,23850784,0.7756558442691024,0.6679068985302532,0.8958386271644446,7.7565584426910235,6.679068985302532,8.958386271644446
Underlying,Intentional,Opioids,All,AUS,15-24,8,2016,3172488,0.25216801450470416,0.10886822649970783,0.49687151223939635,2.521680145047042,1.0886822649970782,4.968715122393964
Underlying,Intentional,Opioids,All,AUS,25-34,20,2016,3614747,0.5532890683635674,0.33796397911623705,0.85451009155266,5.532890683635674,3.3796397911623703,8.5451009155266
